Name,Rating,Code,CMR Price,Event Price,Full Price,nombre_comercial,marca,modelo,tipo,género,horma,material,material_del_forro,material_de_la_suela,tipo_de_caña,,temporada,material_del_interior,hecho_en,transpirabilidad_de_la_tela,altura_de_la_plataforma,tipo_de_ajuste,forma_de_la_punta,altura_del_tacón,tipo_de_suela,registro_sic
Tenis Sybilla para Mujer Moda Beskatexl,(0),Código: 883029403,,,119.990,Beskatexl,Sybilla,BESKATEXL BL,Tenis moda,Mujer,Normal,Sintético,Sintético,Sintético,,,,,,,Bajo,,,,,
Tenis Adidas para Mujer Moda Court Revival,4.6 (149),Código: 65698991,,,,Court Revival,adidas,HP2609,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Asics para Hombre Moda Japan S,(0),Código: 72768619,223.990,255.990,319.990,Japan,Asics,1201A555.021,Tenis moda,Hombre,Normal,Sintético,,Caucho,No aplica,,,Textil,,,,,,,,
Tenis Asics para Mujer Moda Tiger Runner Ii,5 (5),Código: 72782925,,,369.990,Tiger Runner Ii,Asics,1202A400-104,Tenis moda,Mujer,Normal,Tela,Textil,Caucho,No aplica,,,,,,,,,,,
Tenis Adidas para Niño Tensaur con Correa Ajustable de Cierre por Contacto,4.8 (809),Código: 72751889,167.990,191.990,239.950,,Adidas,H06301,Tenis deportivos,Unisex,Normal,Sintético,,Caucho,,,Toda temporada,Textil,,,,Velcro,,,,
Guayos para Sintetica Adidas Goletto,4.8 (505),Código: 38215256,,,249.990,Goletto VII TF,Adidas,GY5775GOLET0401,Guayos,Hombre,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Puma para Hombre Lifestyle Shuffle,5 (2),Código: 72794042,,,349.900,Shuffle,Puma,309668 03,Tenis,Hombre,Normal,Sintético,,Caucho,,,,Textil,,No,,,,,,
Tenis con luces Skechers Sweetheartlights Lov para Niña Velcro,2.5 (2),Código: 28599548,160.890,183.890,229.900,,Skechers,302312L-PRMT,Tenis con luces,Niña,Normal,Sintético,,Goma,,,Toda temporada,Poliéster,,,,Velcro,,,,
Tenis moda para Hombre Bentinino Newboat | Tenis de moda con suela blanca Newboat,4.4 (17),Código: 882873776,,,,Bentinino,Newboat,BENTININO2 GR,Tenis moda,Hombre,Normal,Sintético,,Caucho,No aplica,,,Sintético,,,,,,,,
Tenis Skechers para Hombre Moda Maxprotectspt Balmer,5 (3),Código: 72812830,,,369.990,Maxprotectspt Balmer,Skechers,237501NVOR,Tenis moda,Hombre,Normal,Sintético,Poliéster,Caucho,No aplica,,,,,,,,,,,
Tenis Under Armour para Hombre Running Essential,4.9 (19),Código: 72763328,,,289.990,Essential,Under Armour,3022954-009,Tenis,Hombre,Normal,Tela,Textil,Sintético,,,,,,Sí,,,,,,
Tenis Reebok Mujer Cross training Nanoflex Tr 2.0,4.8 (22),Código: 63866741,,,389.990,Nanoflex Tr 2.0,Reebok,HQ4221,Tenis deportivos,Mujer,Normal,Tela,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis Skechers con Luces Illumi Brights Thermo Tracker para Niño con Velcro,4.2 (5),Código: 72761955,118.890,135.890,169.900,,Skechers,401523N-BBLM,Tenis con luces,Niño,,Sintético,,Caucho,,,Toda temporada,Poliéster,China,,,Velcro,,,,
Tenis Diadora para Hombre Moda Court7 Cl,5 (3),Código: 883015925,,,159.990,Court7 Cl,Diadora,Court7 Cl,Tenis moda,Hombre,Normal,Sintético,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis Puma Mayze Lth para Niña,(0),Código: 72805192,244.990,279.990,349.990,,Puma,384528 21,Tenis moda,Niña,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,Cordones,,,,
Tenis Nike para Hombre Running Air Zoom Pegasus 40 Se,5 (1),Código: 72784087,,,699.950,Air Zoom Pegasus 40 Se,Nike,FJ1051-100,Tenis deportivos,Hombre,Normal,Sintético,,Goma,,,Toda temporada,Poliéster,,,,,,,,
Tenis Skechers Mujer Moda Uno - Stand On Air,4.3 (3),Código: 9487715,,,339.990,,Skechers,73690WNVR,Tenis moda,Mujer,Normal,Sintético,,Sintético,,,Toda temporada,Sintético,China,,,,,,,
Tenis Asics para Hombre Moda Japan S,5 (1),Código: 72768626,223.990,255.990,319.990,Japan,Asics,1201A555.109,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,No aplica,,,,,,,,,,,
Tenis Skechers Comfyflex2.0 Tronox para Niño Velcro,4.9 (8),Código: 72794558,104.890,119.890,149.900,,Skechers,407218N-BKSL,Tenis moda,Niño,Normal,Tela,,Goma,,,Toda temporada,Poliéster,,,,Velcro,,,,
Tenis Reebok para Hombre Moda Ex-O-Fit Hi,(0),Código: 72815548,,,389.990,Ex-O-Fit Hi,Reebok,100000109,Tenis moda,Hombre,Normal,Cuero,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis Reebok Hombre Running Leather,4.7 (1448),Código: 25621574,,,369.990,Classic Leather,Reebok,GY0952CLASS0201,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,,,,,,Sí,,,,,,
"Guayos Kappa Para Cancha Sintética - Zapatilla De Fútbol Con Con Taches, Color Azul De Hombre Con Cordones",4.5 (2),Código: 53483790,,,,Forge FG,Kappa,K1311R1WWA84,Guayos,Hombre,Normal,Sintético,Textil,Sintético,,,Toda temporada,,,,,,,,,
Tenis Converse para Mujer Moda Chuck Taylor All Star Lift,5 (1),Código: 71195899,297.490,339.990,424.990,Chuck Taylor All Star Lift,Converse,A06092C,Tenis moda,Mujer,Grande,Tela,,Caucho,Alta,,,Poliéster,,,,,,,,
Tenis Adidas Hombre Moda Nmd_V3,4.6 (882),Código: 68327124,,,,Nmd_V3,Adidas Originals,FZ6497,Tenis moda,Hombre,Normal,Tela,Sintético,Caucho,,,Toda temporada,,,,,,,,,
Tenis Adidas para Hombre Running Tenis Duramo Sl,4.6 (24),Código: 72094197,,,349.950,Tenis Duramo Sl,Adidas,IE9696,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Skechers Illumi Brights Therm para Niño Velcro,5 (3),Código: 72794530,118.890,135.890,169.900,,Skechers,401523N-NVOR,Tenis moda,Niño,Normal,Sintético,,Goma,,,Toda temporada,Poliéster,,,,Velcro,,,,
Tenis Nike Tanjun para Niña,3.5 (4),Código: 72715526,148.390,169.590,211.950,,Nike,818385,Tenis deportivos,Niña,Normal,Tela,,Goma,,,Toda temporada,Poliéster,,,,Cordones,,,,
Tenis Puma para Mujer Moda Suede Xl Wns,(0),Código: 72878565,,,569.990,Suede Xl Wns,Puma,395205 09,Tenis moda,Mujer,Normal,Cuero,Sintético,Caucho,,,Toda temporada,,,,,,,,,
Tenis Asics para Mujer Running Gel Cumulus 25,(0),Código: 72833550,489.990,559.990,699.990,Gel-Cumulus 25,Asics,1012B441-401,Tenis,Mujer,Normal,Sintético,Poliéster,Caucho,,,,,,,,,,,Caucho,
Tenis Skechers para Mujer Moda Dynamight2.0 Momento,5 (2),Código: 72836735,,,249.990,Dynamight,Skechers,149547BKAQ,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis moda Puma Trc Lyft Block Mujer,5 (2),Código: 64280120,,,,Trc Lyft Block,Puma,386752 02,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Adidas para Niño Grand Court,4.8 (967),Código: 72751866,202.990,231.990,289.950,,Adidas,GW6506,Tenis deportivos,Unisex,Normal,Sintético,,Caucho,,,Toda temporada,Sintético,,,,Cordones,,,,
Tenis Diadora para Mujer Moda Befatex,5 (4),Código: 883016789,,,189.990,Befatex,Diadora,W BEFATEX BL,Tenis moda,Mujer,Normal,Sintético,Malla (nylon),Caucho,,,Toda temporada,,,,,,,,,
Guayos adidas Goletto Viii Tf J Niño,4.8 (193),Código: 62992520,,,199.950,,adidas,GY5781GOLET0106,Guayos,Niño,,Sintético,,Caucho,,,Toda temporada,Textil,Camboya,,,Cordones,,,,
Tenis moda Michael Kors Mabel mabel trainer Mujer,4.4 (8),Código: 53459944,599.990,,,Mabel mabel trainer,Michael Kors,43F2MBFSED-740,Tenis moda,Mujer,Normal,Sintético,,Sintético,,,Toda temporada,Algodón,,,,,,,,
Tenis ELV Canlow Pride para Niña,5 (3),Código: 882812472,65.990,76.990,109.990,,ELV,SP CANLOW PRI,Tenis moda,Niña,Normal,Tela,,Goma,,,Toda temporada,Textil,,,,Cordones,,,,
Tenis New Balance para Mujer Moda 373,(0),Código: 72894311,,,329.990,373,New Balance,WL373PD2,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis moda Puma Future Rider Play On para Hombre,4.5 (10),Código: 64280007,391.890,447.890,559.900,Future Rider Play On,Puma,371149 88,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Veja Mujer Moda Campo,(0),Código: 12651166,,,949.990,,VEJA,CP051215A,Tenis moda,Mujer,Grande,Cuero,,Caucho,,,Toda temporada,Sintético,Brasil,,,,,,,
Tenis Adidas Vl Court 3.0 K Unisex Infantil,(0),Código: 72882029,,,319.950,,Adidas,ID9062,Tenis moda,Unisex niño,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,Cordones,,,,
Tenis Asics para Mujer Running Gt 1000 12,(0),Código: 71282083,384.990,439.990,549.990,GT,Asics,1012B450-700,Tenis,Mujer,Normal,Sintético,Poliéster,Caucho,,,Toda temporada,,,,,,,,,
Tenis Reebok Mujer Cross training Flexagon Force 4,5 (8),Código: 72713944,,,269.900,Flexagon Force 4,Reebok,100033523,Tenis deportivos,Mujer,Normal,Tela,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis Diadora Aboltex Niño Velcro,5 (4),Código: 882817517,,,,Aboltex,Diadora,BOY ABOLTEX AZ,Tenis moda,Niño,Normal,Sintético,Sintético,Sintético,,,Toda temporada,,,,,,,,,
Tenis Moda Newboat Gumino Hombre,4.8 (52),Código: 882430006,83.990,97.990,139.990,GUMINO,Newboat,GUMINO AZ,Tenis moda,Hombre,Normal,Sintético,Sintético,Caucho,,,Toda temporada,,,,,,,,,
Tenis Call It Spring Mujer Moda Breezey,4.5 (2),Código: 70706327,125.990,146.990,209.990,Breezey,Call It Spring,BREEZEY001,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis On Running Hombre Running Cloud X,5 (1),Código: 68457141,,,899.990,Cloud X,On Running,6098705,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Fratta para Hombre Running Soma,5 (4),Código: 882877811,77.990,90.990,129.990,Soma,Fratta,Soma Ne,Tenis,Hombre,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis Adidas Running Response Runner | Zapatillas Adidas Running Response Runner,4.8 (1545),Código: 72738207,,,199.990,Response Runner,Adidas,ID7333,Tenis,Hombre,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Nike para Hombre Moda Air Force 1 '07| Zapatillas Nike para Hombre Air Force 1,4 (1),Código: 72826053,,,739.950,Air Force 1,Nike,DV0788-102,Tenis moda,Hombre,Normal,Cuero,Poliéster,Caucho,No aplica,,,,,,,,,,,
Tenis Michael Kors Mujer Moda Olympia Trn,4.9 (11),Código: 26119558,743.990,,,Tenis Michael Kors Mujer Moda Olympia Trn,Michael Kors,43R9OLFS1A-001,Tenis moda,Mujer,Normal,Cuero,,Goma,,,Toda temporada,Poliéster,,,,,,,,
Tenis Asics Hombre Running Gel-Cumulus 25,5 (5),Código: 71282378,,,699.990,Gel-Cumulus 25,Asics,1011B768-400,Tenis deportivos,Hombre,Normal,Sintético,Poliuretano,Caucho,,,Toda temporada,,,,,,,,,
Tenis con Luces Batman Warner Tall3 para Niño,4.9 (15),Código: 882662760,,,,,Warner,LIC TALL3 NE BT,Tenis con luces,Niño,,Sintético,,Sintético,,,Toda temporada,Sintético,China,,,Velcro,,,,
Tenis Reebok Unisex Lifestyle Reebok Ultra Flash | Zapatillas Reebok Unisex de moda color Silver,(0),Código: 72832767,,,269.990,Reebok Ultra Flash,Reebok,100032919,Tenis,Unisex,Normal,Sintético,Textil,Caucho,,,,,,Sí,,,,,,
Tenis Reebok para Mujer Cross training Nanoflex Adventure Tr 2,5 (3),Código: 72771101,,,389.990,Nanoflex Adventure Tr 2,Reebok,100033534,Tenis,Mujer,Normal,Sintético,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis Moda Sybilla Begu Mujer,4.7 (43),Código: 882431411,99.990,,,Begu,Sybilla,BEGU2 NE,Tenis moda,Mujer,Normal,Sintético,,Sintético,,,,Sintético,,,,,,,,
Tenis Under Armour para Mujer Moda Essential,4.5 (2),Código: 72804532,,,289.990,Essential,Under Armour,3022955-104,Tenis moda,Mujer,Normal,Tela,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis Asics para Hombre Running Patriot 13,5 (4),Código: 71278860,,,329.990,Patriot,Asics,1011B485-405,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Reebok Classic Harry Potter Unisex | Tenis Harry Potter Reebok Slytherin,(0),Código: 72870143,,,299.990,,Reebok,100202574,Tenis moda,Unisex,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,Cordones,,,,
Tenis moda Skechers Twisty Brights Novl para Niño Velcro,(0),Código: 72882960,,,219.990,,Skechers,401650LBKOR,Tenis moda,Niño,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,Velcro,,,,
Tenis On Running para Hombre Running Cloud X,(0),Código: 72736673,,,899.990,Cloud X,On Running,6098706,Tenis,Hombre,Normal,Sintético,,Caucho,,,,Poliéster,,Sí,,,,,,
Tenis Adidas Hombre Cross training Dropset 2 Trainer,4.7 (181),Código: 72712320,,,,Dropset 2 Trainer,Adidas,ID4953,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Asics para Hombre Running Patriot 13,5 (2),Código: 71278838,,,329.990,Patriot,Asics,1011B485-006,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Diadora para Mujer Running Snipe | Zapatillas para mujer Diadora,(0),Código: 882861117,131.990,153.990,219.990,Snipe,Diadora,SNIPE WD0539,Tenis deportivos,Mujer,Normal,Sintético,,Goma,,,,Sintético,,Sí,,,,,,
Tenis On Running Hombre Running Cloudrunner,(0),Código: 68457152,,,899.990,Cloudrunner,On Running,4698647,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis moda Veja Campo Hombre,(0),Código: 62677220,,,949.990,Campo,Veja,CP0503147B,Tenis moda,Hombre,Normal,Cuero,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis Skechers para Mujer Moda Gowalkmassagefit,(0),Código: 72791506,269.990,314.990,449.990,Go Walk,Skechers,124903GYPK,Tenis moda,Mujer,Normal,Sintético,,Goma,,,Toda temporada,Poliéster,,,,,,,,
Tenis Nike para Mujer Moda Air Max 90 Nn,5 (3),Código: 72783803,,,694.950,Air Max,Nike,DH8010-100-WHT,Tenis moda,Mujer,Normal,Sintético,,Goma,,,Toda temporada,Poliéster,,,,,,,,
Tenis Asics Hombre Running Gel-Nagoya 5,4.8 (12),Código: 72713705,,,449.990,Gel-Nagoya 5,Asics,1011B713-001,Tenis deportivos,Hombre,Normal,Sintético,Poliéster,Caucho,,,Toda temporada,,,,,,,,,
Tenis Asics para Mujer Running Novablast 4 Tr,(0),Código: 72902090,,,259.990,Jolt,Asics,1011B603-006,Tenis deportivos,Hombre,Normal,Sintético,Poliéster,Caucho,,,Otoño-Invierno,,,,,,,,,
Tenis Skechers Uno Lite Niña,4.9 (9),Código: 62842024,,,219.900,,Skechers,310477L-BKMT,Tenis moda,Niña,Normal,Sintético,,Goma,,,Toda temporada,Poliéster,,,,Velcro,,,,
Zapatos casuales Skechers Go Walk Max Hombre,5 (4),Código: 17652641,186.990,197.990,219.990,,Skechers,216170NVY,Zapatos casuales,Hombre,Normal,Sintético,Sintético,Goma,,,Toda temporada,,,,,,Redonda,,,
Tenis Converse Star Player 76 Unisex Infantil,5 (3),Código: 72813786,202.990,231.990,289.990,,Converse,A05219C,Tenis moda,Unisex,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,Cordones,,,,
Tenis Reebok para Mujer Cross Training Flexagon Energy Tr 4 | Tenis para Mujer de Cross Training Color Blanco,5 (9),Código: 72804681,,,249.990,Flexagon Energy Tr 4,Reebok,100033521,Tenis,Mujer,Normal,Tela,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis Coniglio Balton para Niño,4.5 (11),Código: 882744442,,,,,Coniglio,SP BALTON AZ,Tenis deportivos,Niño,Normal,Sintético,,Caucho,,,Toda temporada,Sintético,,,,Cordones,,,,
Guayos Puma Rapido III Fg Niño,4.5 (4),Código: 64398838,,,279.900,,Puma,106576 06,Guayos,Niño,,Sintético,,Sintético,,,Toda temporada,Textil,China,,,Cordones,,,,
Tenis On Running para Mujer Running Cloudflow,5 (1),Código: 72736906,639.990,719.990,799.990,Cloudflow,On Running,3599231,Tenis,Mujer,Normal,Tela,Poliéster,Caucho,,,Toda temporada,,,,,,,,,
Tenis Diadora Sporty6 para Niño,4.7 (22),Código: 882888204,99.990,109.990,129.990,,Diadora,BOY SPORTY6 VE,Tenis deportivos,Niño,Normal,Sintético,,Sintético,,,Toda temporada,Poliéster,,,,Cordones,,,,
Tenis Blancos On Running Hombre The Roger Advantage,(0),Código: 72717844,639.990,719.990,799.990,The Roger Advantage,On Running,4898185,Tenis moda,Hombre,Normal,Sintético,Poliéster,Caucho,No aplica,,,,,,,,,,,
Tenis Asics para Mujer Running Gt 1000 12,(0),Código: 71282069,384.990,439.990,549.990,GT,Asics,1012B450-402,Tenis,Mujer,Normal,Sintético,Poliéster,Caucho,,,Toda temporada,,,,,,,,,
Tenis Moda Sybilla Cadisinew Mujer,3.5 (6),Código: 882659688,,,,Cadisinew,Sybilla,CADISINEW NE,Tenis moda,Mujer,Normal,Sintético,Sintético,Sintético,,,Toda temporada,,,,,,,,,
Tenis Adidas Originals Mujer Moda Gazelle Bold W,5 (2),Código: 72712261,,,649.950,Gazelle,Adidas Originals,HQ6912,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Skechers para Mujer Moda Summits Free Classics,(0),Código: 72890310,179.990,199.990,279.900,Summits,Skechers,149535BLK,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis Nike para Hombre Moda Court Vision Low,4.5 (426),Código: 23586108,,,399.990,Court,Nike,DH2987-100-WHT,Tenis moda,Hombre,Normal,Sintético,Malla (nylon),Goma,,,Toda temporada,,,,,,,,,
Tenis Reebok para Hombre Moda Bb 4000 II,5 (1),Código: 72815916,,,439.900,Bb 4000 II,Reebok,100033846,Tenis moda,Hombre,Normal,Cuero,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis Diadora Hombre Moda Halumy,5 (3),Código: 882803676,,,,Halumy,Diadora,HALUMY CAM,Tenis moda,Hombre,Normal,Sintético,Sintético,Sintético,,,Toda temporada,,,,,,,,,
Tenis Puma Rickie Niña,4.8 (4),Código: 68757580,195.890,223.890,279.900,,Puma,385836 15,Tenis moda,Niña,Normal,Sintético,,Caucho,,,Toda temporada,Textil,,,,Velcro,,,,
Tenis Adidas Forum Low Unisex Infantil,4.9 (535),Código: 72781251,,,499.950,Forum Low,Adidas,FY7974,Tenis deportivos,Unisex,Normal,Cuero,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Nike para Hombre Moda Air Max Sc C/O,4.6 (553),Código: 60558694,,,664.990,Air Max,Nike,CW4555-006-BLK,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Reebok para Hombre Moda Classic,(0),Código: 72815744,,,349.900,Classic,Reebok,100032947,Tenis moda,Hombre,Normal,Cuero,Textil,Goma,,,Toda temporada,,,,,,,,,
Guayos Nike para Hombre Vapor 15 Club Fg/Mg,(0),Código: 72783696,,,359.950,Vapor 15 Club Fg/Mg,Nike,DJ5963-600,Tenis deportivos,Hombre,Normal,Sintético,,Sintético,,,Toda temporada,Poliéster,,,,,,,,
Tenis On Running para Hombre Cross training Cloudnova Form,(0),Código: 72736479,,,899.990,Cloudnova Form,On Running,2698483,Tenis moda,Hombre,Normal,Tela,Poliéster,Caucho,,,Toda temporada,,,,,,,,,
Tenis Adidas Advantage Cf I Unisex con Velcro,4.7 (10),Código: 72881989,,,239.950,,Adidas,ID5286,Tenis moda,Unisex bebé,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,Velcro,,,,
Tenis Deportivos Reebok para Hombre de Running Energen Tech,5 (2),Código: 72790743,,,349.990,Energen Tech,Reebok,100025751,Tenis deportivos,Hombre,Normal,Sintético,,Goma,,,,Textil,,Sí,,,,,,
Tenis Diadora para Mujer Moda Court7,4.5 (2),Código: 883016862,,,149.990,Court,Diadora,W Court7 Rg,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Puma Wired Run Niño,4.6 (5),Código: 68757529,181.990,207.990,259.990,,Puma,374216 21,Tenis moda,Niño,Normal,Sintético,,Caucho,,,Toda temporada,Textil,,,,Cordones,,,,
Tenis Skechers para Hombre Moda Skechaircourt Homegr,5 (1),Código: 72823043,,,319.990,Skechaircourt Homegr,Skechers,232646GRY,Tenis moda,Hombre,Normal,Sintético,Poliéster,Sintético,No aplica,,,,,,,,,,,
Tenis Mountain Gear para Mujer Trekking Anitaalt,5 (2),Código: 883020221,,,239.990,Anitaalt,Mountain Gear,Anitaalt Wp Gr1,Tenis deportivos,Mujer,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis Reebok Kids Classic Le para Niña,(0),Código: 72793507,174.890,199.890,249.900,,Reebok,100034116,Tenis moda,Niña,Normal,Cuero,,Goma,,,Toda temporada,Textil,,,,Cordones,,,,
Tenis Reebok Hombre Running Energen Lux,4.8 (77),Código: 72713866,,,219.900,Energen Lux,Reebok,100034009,Tenis deportivos,Hombre,Normal,Tela,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis Mountain Gear Hombre Outdoor Bontynalt,4.4 (69),Código: 882678473,135.990,,,Bontynalt,Mountain Gear,BONTYNALT CA,Tenis deportivos,Hombre,Normal,Sintético,Sintético,Sintético,,,Toda temporada,,,,,,,,,
Tenis Converse Unisex Moda Chuck Taylor All Star,5 (2),Código: 72807841,,,399.990,Chuck Taylor All Star,Converse,A07138C,Tenis moda,Unisex,Normal,Tela,Poliéster,Caucho,No aplica,,,,,,,,,,,
Tenis moda Skechers Microspec Max Brights para Niña,(0),Código: 72890108,,,199.990,,Skechers,302344LCHAR,Tenis moda,Niña,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,Cordones,,,,
Tenis Coniglio Embro Bl1 para Niña,5 (4),Código: 882837998,71.990,83.990,119.990,,Coniglio,SP EMBRO BL1,Tenis moda,Niña,Normal,Sintético,,Caucho,,,Toda temporada,Textil,,,,Cordones,,,,
Tenis Adidas Hombre Running Adidas Switch Move,4.8 (26),Código: 72712365,,,299.990,Adidas Switch Move,Adidas,ID5251,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Veja para Hombre Moda Urca,5 (2),Código: 72783255,,,999.990,Urca,Veja,UC0703163B,Tenis moda,Hombre,Normal,Sintético,,Caucho,,,,Poliéster,,,Sin plataforma,,,,,
Tenis Skechers para Hombre Moda Bounder2.0 Andal,5 (1),Código: 72823070,,,299.990,Bounder2.0 Andal,Skechers,232674NVBU,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,No aplica,,,,,,,,,,,
Tenis Puma Mujer Moda Mayze LTH,4.9 (24),Código: 68696600,,,619.900,Mayze LTH,Puma,381983 01,Tenis moda,Mujer,Normal,Cuero,Sintético,Caucho,,,Toda temporada,,,,,,,,,
Tenis Adidas para Mujer Moda Grand Court Base 2,4.3 (9),Código: 72888808,,,299.990,Grand Court Base 2,Adidas,ID3035,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Reebok Hombre Moda Ex-O-Fit Hi,4.8 (45),Código: 72714142,,,389.990,Ex-O-Fit Hi,Reebok,100000108,Tenis moda,Hombre,Normal,Cuero,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis Asics para Mujer Running Gel Contend 8,4.8 (8),Código: 71281984,,,349.990,Gel Contend 8,Asics,1012B320-027,Tenis,Mujer,Normal,Sintético,Poliéster,Caucho,,,Toda temporada,,,,,,,,,
Tenis Call It Spring Hombre Moda Beacon,4.7 (3),Código: 71235904,125.990,146.990,209.990,Beacon,Call It Spring,BEACON340,Tenis moda,Hombre,Normal,Sintético,Poliéster,Sintético,,,Toda temporada,,,,,,,,,
Tenis Reebok para Hombre Cross Training Flexagon Energy | Tenis para Hombre de Cross Training Color Gris,5 (2),Código: 72815809,,,249.900,Flexagon Energy,Reebok,100033359,Tenis,Hombre,Normal,Tela,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis New Balance Mujer Running D1,4.8 (4),Código: 62387943,,,557.990,D1,New Balance,WROAVQD1,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Puma Rickie para Niño,5 (8),Código: 72722136,,,289.900,,Puma,38431101,Tenis moda,Niño,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,Cordones,,,,
Tenis Diadora para Mujer Running Eagle,4.7 (7),Código: 882861193,119.990,139.990,199.990,Eagle,Diadora,EAGLE 6 WD0516,Tenis,Mujer,Normal,Sintético,Sintético,Caucho,,,Toda temporada,,,,,,,,,
Tenis Reebok para Mujer Cross training Nano X3,5 (3),Código: 72771745,377.990,431.990,539.990,Nano X3,Reebok,100033512,Tenis,Mujer,Normal,Sintético,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis con Luces Paw Patrol para Niña,5 (1),Código: 883020595,83.990,97.990,139.990,,Paw Patrol,Lic Luz Mo Eve,Tenis con luces,Niña,Normal,Sintético,Poliéster,Caucho,,,Toda temporada,,,,,Velcro,,,,
Tenis Skechers para Hombre Moda Maxprotectspt Balmer,5 (1),Código: 72812810,,,399.990,Maxprotectspt Balmer,Skechers,232660WBK,Tenis moda,Hombre,Normal,Sintético,Poliéster,Caucho,No aplica,,,,,,,,,,,
Tenis Aldo para Mujer Moda Reia,4.5 (22),Código: 72853483,,,359.990,Reia,Aldo,Reia042,Tenis moda,Mujer,Normal,Sintético,Poliéster,Sintético,No aplica,,,,,,,,,,,
Tenis Skechers Mujer - Zapatos Skechers Dama. Tenis blancos cómodos Skechers para mujer. Zapatillas moda Cross training Go Run consistent Energize,4.2 (13),Código: 62967076,,,299.990,Go Run consistent Energize,Skechers,128286WHT,Tenis deportivos,Mujer,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis Diadora Aboltex para Niña,5 (1),Código: 882816660,,,129.990,,Diadora,GIRL ABOLTEX MO,Tenis deportivos,Niña,Normal,Tela,,TPR,,,Toda temporada,Textil,,,,Cordones,,,,
