type,gender,last_type,material,brand,sole_material,lining_material,season,made_in,insole_material,name,rating,code,cmr price,event price,full price,discipline,interior_material
Tenis deportivos,Mujer,Normal,Sintético,asics,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,Tenis Asics Mujer Running Jolt 4,5.0,72708634,19599.0,22399.0,279990.0,Running,
Tenis moda,Mujer,Normal,Cuero,nike,Caucho,Poliéster,Toda temporada,Indonesia,Poliéster,Tenis Nike para Mujer Moda Nike Blazer Low Platform | Zapatillas Nike para Mujer Blazer Low Plataform,5.0,72833007,37449.0,42799.0,534950.0,,
Tenis,Mujer,Normal,Tela,on running,Caucho,,Toda temporada,Vietnam,Poliéster,Tenis On Running para Mujer Running Cloudmonster,4.0,72736886,,,999990.0,Running,Poliéster
Tenis deportivos,Hombre,Normal,Sintético,asics,Caucho,Sintético,Toda temporada,Camboya,Sintético,Tenis Asics Hombre Running Patriot 13,4.8,72708607,,,299990.0,Running,
Tenis moda,Mujer,Normal,Tela,adidas,Caucho,Textil,Toda temporada,Vietnam,Textil,Tenis Adidas para Mujer Moda Bravada 2.0 Platform,4.7,72888983,,,419990.0,Lifestyle,
Tenis moda,Hombre,Normal,Sintético,diadora,Sintético,Textil,Toda temporada,China,Malla (Nylon),Tenis Diadora para Hombre Moda Court7,4.7,883015905,,,159990.0,Lifestyle,
Tenis moda,Mujer,Normal,Cuero,reebok,Goma,Textil,Toda temporada,Vietnam,Textil,Tenis Reebok para Mujer Moda Classic,5.0,72815579,25899.0,29599.0,369990.0,,
Tenis moda,Mujer,Normal,Sintético,skechers,Goma,Sintético,Toda temporada,China,,Tenis moda Skechers Gusto Mujer,4.7,55996940,19199.0,19999.0,319990.0,,
Tenis deportivos,Hombre,Normal,Tela,adidas,Caucho,Textil,Toda temporada,Indonesia,Textil,Tenis Adidas Running Response Runner U | Zapatillas Adidas Running Response Runner U,4.8,63085467,,,199990.0,Running,
Tenis moda,Hombre,Normal,Sintético,adidas,Caucho,Textil,Toda temporada,China,Textil,Tenis Adidas para Hombre Moda Advantage Base,5.0,72824895,,,299950.0,,
Tenis moda,Hombre,Normal,Sintético,diadora,Goma,Poliéster,Toda temporada,China,Textil,Tenis Diadora para Hombre Bamtelo,4.5,882887589,,,229990.0,Lifestyle,
Tenis,Mujer,Normal,Tela,newbalance,Caucho,Textil,Todatemporada,Vietnam,Textil,Tenis New Balance para Mujer Running 430,3.8,72802500,25199.0,28799.0,359990.0,Running,
Tenis deportivos,Mujer,Normal,Tela,nike,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,Tenis Nike Mujer Running Flex Expierence Rn 11,4.5,35785593,,,369950.0,Running,
Tenis,Hombre,Normal,Tela,adidas,Caucho,Textil,Toda temporada,Indonesia,Textil,Tenis Adidas para Hombre Running Runfalcon 3,4.7,72750363,,,259990.0,Running,
Tenis,Mujer,Normal,Sintético,reebok,Goma,Sintético,Toda temporada,China,Sintético,Tenis Reebok para Mujer Cross training Flexagon Energy Tr 4,4.5,72771736,17499.0,19999.0,249990.0,Cross training,
Tenis deportivos,Mujer,Normal,Sintético,nike,Goma,,Toda temporada,Indonesia,Poliéster,Tenis Nike para Mujer Running Run Swift 3,5.0,72784225,30099.0,34399.0,429950.0,Running,Poliéster
Tenis moda,Mujer,Normal,Cuero,veja,Goma,,Toda temporada,Brasil,,Tenis moda Veja Recife Mujer,5.0,39522897,,,999990.0,,Sintético
Tenis moda,Mujer,Normal,Sintético,adidas,Caucho,Textil,Toda temporada,Indonesia,Textil,Tenis Adidas para Mujer Moda Advantage Base,4.8,72808187,,,299950.0,,
Tenis,Mujer,Normal,Tela,under armour,Goma,Textil,Toda temporada,Indonesia,Textil,Tenis Under Armour para Mujer Running Surge 3 | Tenis de Running para Mujer Color Negro,4.7,65632719,,,309990.0,Running,
Tenis moda,Hombre,Normal,Sintético,diadora,Caucho,Malla (nylon),Toda temporada,China,Malla (Nylon),Tenis Diadora para Hombre Moda James7,5.0,883016013,,,159990.0,Lifestyle,
Tenis deportivos,Mujer,Normal,Sintético,nike,Goma,,Toda temporada,Vietnam,Poliéster,Tenis Nike para Mujer Running Renew Ride 3,5.0,72784184,30099.0,34399.0,429950.0,Running,Poliéster
Tenis moda,Hombre,Normal,Sintético,nike,Sintético,Textil,Toda temporada,Indonesia,Textil,Tenis Nike para Hombre Moda Air Max SC C/O,4.9,53880100,,,469950.0,,
Tenis deportivos,Mujer,Normal,Sintético,nike,Goma,,Toda temporada,Vietnam,Poliéster,Tenis Nike para Mujer Running Run Swift 3,5.0,72783982,30799.0,35199.0,439950.0,Running,Poliéster
Tenis,Mujer,Normal,Tela,newbalance,Caucho,Textil,Todatemporada,Vietnam,Textil,Tenis New Balance para Mujer Running 430,5.0,72802483,25199.0,28799.0,359990.0,Running,
Tenis deportivos,Mujer,Normal,Sintético,nike,Goma,,Toda temporada,Vietnam,Poliéster,Tenis Nike para Mujer Running Downshifter 12,5.0,72783970,,,399950.0,Running,Poliéster
Guayos,Unisex,Normal,Sintético,adidas,Sintético,Textil,Toda temporada,Indonesia,Textil,Guayos Adidas Goletto VIII Infantil Unisex,4.8,72833227,13999.0,15999.0,199950.0,,
Tenis deportivos,Hombre,Normal,Sintético,asics,Caucho,Sintético,Toda temporada,Indonesia,Sintético,Tenis Asics Hombre Running Gel Excite 9,4.6,69295184,,,349990.0,Running,
Tenis moda,Mujer,Normal,Tela,diadora,Sintético,Malla (nylon),Toda temporada,China,Malla (Nylon),Tenis Diadora para Mujer Moda Vinfa4,4.5,883015821,,,199990.0,Lifestyle,
Tenis deportivos,Hombre,Normal,Sintético,reebok,Goma,,Toda temporada,China,,Tenis Deportivos Reebok para Hombre de Running Energen Tech,5.0,72790760,,,349990.0,Running,Textil
Tenis deportivos,Mujer,Normal,Tela,under armour,Caucho,Textil,Toda temporada,Vietnam,Textil,Tenis Under Armour para Hombre Running Phade RN 2 | Zapatillas Under Armour Phade RN 2,4.6,72763408,,,269990.0,Running,
Tenis moda,Niño,Normal,Sintético,skechers,Goma,,Toda temporada,China,,Tenis Skechers Microspec-Quick Sprint Niño,4.6,62842124,,,179900.0,,Poliéster
Tenis deportivos,Mujer,Normal,Sintético,asics,Sintético,Sintético,Toda temporada,Brasil,,Tenis Asics Mujer Running Kabuki,4.7,63814681,24499.0,27999.0,349990.0,Running,
Tenis moda,Mujer,Normal,Sintético,skechers,Caucho,Poliéster,Toda temporada,China,Poliéster,Tenis Skechers para Mujer Dlites Arch Fit-Bett Tenis de Moda Skechers,5.0,72775062,23399.0,27299.0,389990.0,,
Tenis moda,Mujer,Normal,Sintético,new balance,Caucho,,Toda temporada,Vietnam,,Tenis New Balance Mujer Moda 327,0.0,69642297,42909.0,49039.0,612990.0,,Textil
Tenis moda,Niña,Normal,Sintético,skechers,Goma,,Toda temporada,China,Poliéster,Tenis Skechers Microspec Brightretr para Niña Velcro,4.9,72761935,10139.0,11589.0,144900.0,,Poliéster
Tenis deportivos,Mujer,Normal,Tela,reebok,Goma,Sintético,Toda temporada,Vietnam,Sintético,Tenis Reebok Mujer Cross training Flexagon Energy Tr 4,4.6,72713988,,,249900.0,Cross training,
Tenis moda,Mujer,Normal,Cuero,reebok,Goma,Sintético,Toda temporada,Vietnam,Sintético,Tenis Reebok Mujer Moda Classic Leather Sp Extra,4.7,63866772,28699.0,32799.0,409990.0,Lifestyle,
Tenis moda,Mujer,Normal,Cuero,new balance,Caucho,Textil,Toda temporada,Vietnam,Textil,Tenis New Balance para Mujer Moda 550,0.0,72802608,58099.0,66399.0,829990.0,,
Tenis moda,Hombre,Normal,Sintético,adidas,Caucho,Textil,Toda temporada,Indonesia,Textil,Tenis Adidas para Hombre Moda Urban Court,4.8,72889023,,,299990.0,Lifestyle,
Tenis moda,Mujer,Normal,Tela,puma,Caucho,Textil,Toda temporada,China,Textil,Tenis Puma para Mujer R78 Voyage Wns . Tenis de Moda Puma,4.9,72716483,,,439990.0,,
Tenis moda,Mujer,Normal,Sintético,nike,Sintético,Caucho,Toda temporada,Indonesia,Caucho,Tenis Nike para Mujer Moda Air Max Excee,4.6,4968648,,,539990.0,Lifestyle,
Tenis moda,Mujer,Normal,Sintético,adidas,Caucho,Textil,Toda temporada,Vietnam,Textil,Tenis Adidas Mujer Moda Court Plataform,4.7,70488601,,,399990.0,Lifestyle,
Tenis moda,Mujer,Normal,Cuero,veja,Goma,Sintético,Toda temporada,Brasil,,Tenis moda Veja Recife Mujer,5.0,28369423,,,999990.0,,
Tenis,Hombre,Normal,Tela,under armour,Sintético,Textil,Toda temporada,Indonesia,Textil,Tenis Under Armour para Hombre Running Phade RN 2 | Zapatillas Under Armour Phade RN 2,4.3,72763391,,,269990.0,Running,
Tenis moda,Hombre,Normal,Sintético,adidas,Caucho,Textil,Toda temporada,Birmania,Textil,Tenis Adidas para Hombre Moda Courtbeat,4.8,72781031,,,329950.0,,
Tenis moda,Mujer,Normal,Tela,puma,Sintético,,Toda temporada,China,Textil,Tenis Puma para Mujer Moda R78 Voyage Space Metal,4.6,72794824,,,449900.0,,Textil
Guayos,Hombre,Normal,Sintético,fratta,Caucho,,Toda temporada,China,,"Guayos Fratta Para Cancha Sintética - Zapatilla De Fútbol Con Suela De Torretines, Color Blanco De Hombre Con Cordones",4.7,882816251,,,139990.0,Fútbol,Sintético
Tenis deportivos,Mujer,Normal,Sintético,nike,Goma,,Toda temporada,Indonesia,Poliéster,Tenis Nike para Mujer Running Run Swift 3,5.0,72784216,30799.0,35199.0,439990.0,Running,Poliéster
Tenis moda,Mujer,Normal,Tela,converse,Caucho,Textil,Toda temporada,Vietnam,,Tenis Moda Converse Chuck Taylor All Star Lift Mujer,4.8,16838526,,,379990.0,,
Tenis moda,Niña,Normal,Tela,skechers,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis Skechers Wavy Lites Blissf para Niña cierre de Velcro,5.0,72821919,10149.0,11599.0,144990.0,,
Tenis,Mujer,Normal,Tela,under armour,Goma,Textil,Toda temporada,Indonesia,Textil,Tenis Under Armour para Mujer Running W Charged Pursuit3,4.0,72833479,25189.0,28789.0,359900.0,Running,
Tenis,Mujer,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,Vietnam,Sintético,Tenis Skechers para Mujer Lifestyle Escapeplan Endlesspu,5.0,72806353,,,359990.0,Lifestyle,
Tenis,Hombre,Normal,Tela,adidas,Caucho,,Toda temporada,Indonesia,Textil,Tenis Adidas para Hombre Running Response | Tenis de Running Color Gris,4.9,72801640,,,429950.0,Running,Textil
Tenis moda,Hombre,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,Tenis Skechers Hombre Moda Go Walk Glide,5.0,71008395,22799.0,26599.0,379990.0,,
Tenis moda,Mujer,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,Vietnam,,Tenis Skechers Slip In Mujer Manos Libres | Zapatos Skechers Dama | Tenis negros cómodos Skechers para mujer | Zapatillas moda Ultraflex 3 |0,5.0,64281398,22189.0,25889.0,369900.0,,
Tenis deportivos,Mujer,Normal,Cuero,under armour,Goma,Textil,Toda temporada,Vietnam,Textil,Tenis Under Armour para Mujer Running Charged Assert 10,4.0,72890619,,,349990.0,Running,
Tenis moda,Hombre,Normal,Cuero,nike,Sintético,Poliéster,Toda temporada,Indonesia,Poliéster,Tenis Nike para Hombre Moda Air Max Sc,4.8,72875595,,,404990.0,Lifestyle,
Tenis moda,Niña,Normal,Sintético,skechers,Goma,,Toda temporada,China,,Tenis moda Skechers Uno Lite Niña,5.0,61894301,,,199900.0,,Poliéster
Tenis moda,Hombre,Normal,Cuero,adidas originals,Goma,Sintético,Toda temporada,China,,Tenis Adidas Originals Moda Samba OG,4.8,3746871,,,599950.0,Lifestyle,
Tenis moda,Hombre,Normal,Sintético,adidas,Caucho,Textil,Toda temporada,Indonesia,Textil,Tenis Adidas para Hombre Moda Court,4.9,72824983,,,299990.0,,
Tenis moda,Niño,Normal,Sintético,asics,Caucho,Poliéster,Toda temporada,Brasil,Poliéster,Tenis Asics Fantasy 4 Ps para Niño Velcro,5.0,72822493,15599.0,18199.0,259990.0,,
Tenis moda,Mujer,Normal,Sintético,puma,Caucho,Textil,Toda temporada,China,Textil,Tenis Puma Mujer Moda X-Ray Speed Lite,3.3,72788157,31499.0,35999.0,449990.0,Lifestyle,
Tenis moda,Mujer,Normal,Cuero,nike,Caucho,Malla (nylon),Toda temporada,Vietnam,Malla (Nylon),Tenis Nike para Mujer Moda W Af1 Plt.Af.Orm| Zapatillas Nike para Mujer Air Force 1,0.0,72826037,54599.0,62399.0,779950.0,,
Tenis moda,Hombre,Normal,Sintético,new balance,Caucho,Textil,Toda temporada,Vietnam,Textil,Tenis moda New Balance 500 Hombre,4.6,66428817,,,329990.0,,
Tenis moda,Mujer,Normal,Sintético,skechers,Goma,,Toda temporada,Vietnam,Poliéster,Tenis Skechers para Mujer Moda Glide Stepswift Slig,5.0,72791650,23399.0,27299.0,389990.0,,Poliéster
Tenis moda,Mujer,Normal,Sintético,diadora,Caucho,Textil,Toda temporada,China,Textil,Tenis Diadora para Mujer Moda Court7,4.1,883017076,,,149990.0,Lifestyle,
Tenis,Hombre,Normal,Tela,nike,Goma,Poliéster,Toda temporada,Indonesia,Poliéster,Tenis Nike para Hombre Running Revolution7,0.0,72875577,,,344990.0,Running,
Tenis deportivos,Mujer,Normal,Tela,nike,Caucho,Poliéster,Toda temporada,India,Poliéster,Tenis Nike para Mujer City Rep TR,0.0,72890732,,,314990.0,Lifestyle,
Tenis,Mujer,Grande,Tela,adidas,Caucho,,Toda temporada,Vietnam,Textil,Tenis Adidas para Mujer Training Dropset 2,5.0,72781168,46899.0,53599.0,669950.0,Training,Textil
Tenis moda,Hombre,Normal,Sintético,puma,Caucho,,Toda temporada,China,,Tenis Puma para Hombre Moda Smash V2 L,4.7,20132952,,,359900.0,,Textil
Tenis moda,Unisex,Normal,Sintético,diadora,Sintético,Poliéster,Toda temporada,China,Poliéster,Tenis Diadora Crego Unisex para Niños con Velcro | Tenis Colegiales Diadora Blancos,4.9,883001770,9999.0,10999.0,129990.0,,
Tenis deportivos,Mujer,Normal,Sintético,asics,Caucho,Textil,Toda temporada,Camboya,Poliéster,Tenis Asics para Mujer Running Patriot 13,5.0,71281950,23099.0,26399.0,329990.0,Running,
Tenis,Hombre,Normal,Tela,adidas,Caucho,Textil,Toda temporada,Indonesia,Textil,Tenis Adidas para Hombre Running Duramo RC,4.8,72750380,,,299990.0,Running,
Tenis deportivos,Hombre,Normal,Tela,adidas,Caucho,,Toda temporada,Camboya,Textil,Guayos para Sintética Adidas Hombre Predator Accuracy 4,5.0,72712183,,,339950.0,Fútbol,Textil
Tenis,Hombre,Normal,Tela,fratta,Sintético,Malla (nylon),Toda temporada,China,Malla (Nylon),Tenis Fratta para Hombre Running Rollinarew,0.0,882816245,7799.0,9099.0,129990.0,Running,
Tenis moda,Mujer,Normal,Sintético,puma,Caucho,Textil,Toda temporada,China,Textil,Tenis Puma para Mujer Rebound Joy Low Wns . Tenis Blancos de moda Puma,4.8,72716492,27299.0,31199.0,389990.0,,
Tenis deportivos,Hombre,Normal,Tela,reebok,Goma,Sintético,Toda temporada,Vietnam,Sintético,Tenis Reebok Hombre Cross training Flexagon Force 4,4.9,72713969,,,269900.0,Cross training,
Tenis moda,Mujer,Normal,Cuero,reebok,Goma,Textil,Toda temporada,Vietnam,Textil,Tenis Reebok para Mujer Moda Club C Extra,5.0,72815864,30099.0,34399.0,429990.0,,
Tenis moda,Mujer,Normal,Sintético,asics,Caucho,,Toda temporada,Vietnam,,Tenis Asics Mujer Moda Japan S Pf,4.8,55471128,24499.0,27999.0,349990.0,,Sintético
Tenis deportivos,Mujer,Normal,Tela,under armour,Caucho,Textil,Toda temporada,Indonesia,,Tenis Under Armour Mujer Running Surge 3,4.9,42790553,21689.0,24789.0,309900.0,Running,
Tenis deportivos,Mujer,Normal,Sintético,mountain gear,Goma,Poliéster,Toda temporada,China,,Tenis Mountain Gear Mujer Outdoor Carlow,4.6,882258931,,,189990.0,Outdoor,
Tenis,Hombre,Normal,Tela,adidas,Caucho,Textil,Toda temporada,Indonesia,Textil,Tenis Adidas para Hombre Running Switch Move,4.8,72738192,,,299990.0,Running,
Tenis moda,Hombre,Normal,Tela,reebok,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,Tenis Reebok para Hombre Moda Club C 85 Harry Potter | Tenis Harry Potter Reebok Hogwarts,5.0,72870111,,,469990.0,Lifestyle,
Tenis moda,Mujer,Normal,Cuero,nike,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,Tenis Nike para Mujer Moda W Air Jordan 1 Elevate High Se| Tenis Jordan,0.0,72825867,69999.0,79999.0,999950.0,,
Tenis moda,Hombre,Normal,Sintético,asics,Sintético,Sintético,Toda temporada,Brasil,,Tenis Asics Hombre Moda Japan S,4.8,64272804,22399.0,25599.0,319990.0,,
Tenis moda,Niño,Normal,Tela,skechers,Goma,,Toda temporada,China,Poliéster,Tenis Skechers Nitrosprint Lilsprin para Niño Velcro,5.0,72794553,,,137990.0,,Poliéster
Tenis moda,Mujer,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,Tenis Skechers para Mujer Moda On The Goflex Aspire,5.0,72836631,,,249990.0,,
Tenis,Mujer,Normal,Sintético,fratta,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis Fratta para Mujer Running Sternum,4.7,883014798,8999.0,10499.0,149990.0,Running,
Tenis moda,Niña,Normal,Tela,skechers,Goma,,Toda temporada,China,Poliéster,Tenis Skechers Mydreamers para Niña Velcro,5.0,72838893,12589.0,14389.0,179900.0,,Poliéster
Tenis moda,Mujer,Normal,Sintético,puma,Caucho,Textil,Toda temporada,China,Textil,Tenis Puma Mujer Moda X-Ray Speed Lite,3.3,72788157,31499.0,35999.0,449990.0,Lifestyle,
Tenis moda,Mujer,Normal,Cuero,nike,Caucho,Malla (nylon),Toda temporada,Vietnam,Malla (Nylon),Tenis Nike para Mujer Moda W Af1 Plt.Af.Orm| Zapatillas Nike para Mujer Air Force 1,0.0,72826037,54599.0,62399.0,779950.0,,
Tenis moda,Hombre,Normal,Sintético,new balance,Caucho,Textil,Toda temporada,Vietnam,Textil,Tenis moda New Balance 500 Hombre,4.6,66428817,,,329990.0,,
Tenis deportivos,Mujer,Normal,Tela,nike,Caucho,Poliéster,Toda temporada,India,Poliéster,Tenis Nike para Mujer City Rep TR,0.0,72890732,,,314990.0,Lifestyle,
Tenis,Mujer,Grande,Tela,adidas,Caucho,,Toda temporada,Vietnam,Textil,Tenis Adidas para Mujer Training Dropset 2,5.0,72781168,46899.0,53599.0,669950.0,Training,Textil
Tenis moda,Hombre,Normal,Sintético,puma,Caucho,,Toda temporada,China,,Tenis Puma para Hombre Moda Smash V2 L,4.7,20132952,,,359900.0,,Textil
Tenis moda,Unisex,Normal,Sintético,diadora,Sintético,Poliéster,Toda temporada,China,Poliéster,Tenis Diadora Crego Unisex para Niños con Velcro | Tenis Colegiales Diadora Blancos,4.9,883001770,9999.0,10999.0,129990.0,,
Tenis deportivos,Mujer,Normal,Sintético,asics,Caucho,Textil,Toda temporada,Camboya,Poliéster,Tenis Asics para Mujer Running Patriot 13,5.0,71281950,23099.0,26399.0,329990.0,Running,
Tenis,Hombre,Normal,Tela,adidas,Caucho,Textil,Toda temporada,Indonesia,Textil,Tenis Adidas para Hombre Running Duramo RC,4.8,72750380,,,299990.0,Running,
Tenis deportivos,Hombre,Normal,Tela,adidas,Caucho,,Toda temporada,Camboya,Textil,Guayos para Sintética Adidas Hombre Predator Accuracy 4,5.0,72712183,,,339950.0,Fútbol,Textil
Tenis moda,Mujer,Normal,Sintético,puma,Caucho,Textil,Toda temporada,China,Textil,Tenis Puma para Mujer Rebound Joy Low Wns . Tenis Blancos de moda Puma,4.8,72716492,27299.0,31199.0,389990.0,,
Tenis deportivos,Hombre,Normal,Tela,reebok,Goma,Sintético,Toda temporada,Vietnam,Sintético,Tenis Reebok Hombre Cross training Flexagon Force 4,4.9,72713969,,,269900.0,Cross training,
Tenis moda,Mujer,Normal,Cuero,reebok,Goma,Textil,Toda temporada,Vietnam,Textil,Tenis Reebok para Mujer Moda Club C Extra,5.0,72815864,30099.0,34399.0,429990.0,,
Tenis moda,Mujer,Normal,Sintético,asics,Caucho,,Toda temporada,Vietnam,,Tenis Asics Mujer Moda Japan S Pf,4.8,55471128,24499.0,27999.0,349990.0,,Sintético
Tenis deportivos,Mujer,Normal,Sintético,mountain gear,Goma,Poliéster,Toda temporada,China,,Tenis Mountain Gear Mujer Outdoor Carlow,4.6,882258931,,,189990.0,Outdoor,
Tenis,Hombre,Normal,Tela,adidas,Caucho,Textil,Toda temporada,Indonesia,Textil,Tenis Adidas para Hombre Running Switch Move,4.8,72738192,,,299990.0,Running,
Tenis moda,Hombre,Normal,Tela,reebok,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,Tenis Reebok para Hombre Moda Club C 85 Harry Potter | Tenis Harry Potter Reebok Hogwarts,5.0,72870111,,,469990.0,Lifestyle,
Tenis moda,Mujer,Normal,Cuero,nike,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,Tenis Nike para Mujer Moda W Air Jordan 1 Elevate High Se| Tenis Jordan,0.0,72825867,69999.0,79999.0,999950.0,,
Tenis moda,Hombre,Normal,Sintético,asics,Sintético,Sintético,Toda temporada,Brasil,,Tenis Asics Hombre Moda Japan S,4.8,64272804,22399.0,25599.0,319990.0,,
Tenis moda,Niño,Normal,Tela,skechers,Goma,,Toda temporada,China,Poliéster,Tenis Skechers Nitrosprint Lilsprin para Niño Velcro,5.0,72794553,,,137990.0,,Poliéster
Tenis moda,Mujer,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,Tenis Skechers para Mujer Moda On The Goflex Aspire,5.0,72836631,,,249990.0,,
Tenis moda,Niña,Normal,Tela,skechers,Goma,,Toda temporada,China,Poliéster,Tenis Skechers Mydreamers para Niña Velcro,5.0,72838893,12589.0,14389.0,179900.0,,Poliéster
Tenis moda,Mujer,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis Skechers para Mujer Moda Sportcourt92 Illustr,5.0,72836648,,,319990.0,,
Tenis moda,Hombre,Normal,Tela,on running,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,Tenis On Running para Hombre Running Cloudmonster,5.0,72736839,,,999990.0,,
Tenis moda,Unisex,Normal,Sintético,reebok,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,Tenis Reebok Classic Harry Potter Unisex | Tenis Harry Potter Reebok Gryffindor,4.2,72870153,,,299990.0,,
Tenis moda,Mujer,Normal,Cuero,veja,Goma,,Toda temporada,Brasil,,Tenis moda Veja Campo Mujer,4.8,62676904,,,949990.0,,Sintético
Tenis moda,Mujer,Normal,Tela,under armour,Goma,Textil,Toda temporada,Vietnam,,Tenis Under Armour Mujer Moda Essential,4.4,27845788,20289.0,23189.0,289900.0,Lifestyle,
Tenis deportivos,Hombre,Normal,Tela,adidas,Caucho,Textil,Toda temporada,Indonesia,Textil,Tenis Adidas Hombre Running Duramo SL,4.5,69678854,,,349950.0,Running,
Tenis,Hombre,Normal,Tela,fratta,Sintético,Malla (nylon),Toda temporada,China,Malla (Nylon),Tenis Fratta para Hombre Running Rollinarew,5.0,883014541,7799.0,9099.0,129990.0,Running,
Tenis moda,Mujer,Normal,Sintético,puma,Caucho,Textil,Toda temporada,Camboya,Textil,Tenis Puma para Mujer Carina 2.0 Wns . Tenis de Moda Puma,4.4,72716498,27299.0,31199.0,389990.0,,
Tenis con luces,Niña,Normal,Sintético,disney,Caucho,Poliéster,Toda temporada,China,Poliéster,Tenis con Luces Frozen Disney para Niña,5.0,882993772,8399.0,9799.0,139990.0,,
Guayos,Hombre,Normal,Sintético,fratta,Caucho,Sintético,Toda temporada,China,,"Guayos Fratta Para Cancha Sintética - Zapatilla De Fútbol Con Suela Lisa Y Sin Taches, Color Blanco De Hombre Con Cordones",4.9,882814241,8999.0,10499.0,149990.0,Fútbol,
Guayos,Hombre,Normal,Sintético,puma,Sintético,,Toda temporada,Camboya,Textil,Guayos con taches Puma para Hombre Attacanto Fg/Ag,5.0,72794416,,,309900.0,Fútbol,Textil
Tenis,Mujer,Normal,Tela,hoka,Goma,Textil,Toda temporada,Vietnam,Textil,Tenis Hoka para Mujer Running Clifton 9,0.0,72783183,55999.0,63999.0,799990.0,Running,
Tenis moda,Mujer,Normal,Sintético,call it spring,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis Call It Spring para Mujer Moda Fresh,5.0,34169808,,,179990.0,Lifestyle,
Tenis deportivos,Mujer,Normal,Sintético,asics,Caucho,Poliéster,Otoño-Invierno,Vietnam,Poliéster,Tenis Asics para Mujer Running Jolt 4,5.0,72902078,,,259990.0,Running,
Tenis moda,Hombre,Normal,Sintético,diadora,Caucho,,Toda temporada,China,,Tenis Diadora Hombre Moda Court7,4.7,882687519,,,159990.0,,Sintético
Tenis moda,Mujer,Grande,Tela,converse,Caucho,Sintético,Toda temporada,Vietnam,,Tenis Converse Mujer Moda Chuck Taylor Move,4.7,28346372,,,424990.0,,
Tenis,Hombre,Normal,Sintético,puma,Caucho,,Toda temporada,Camboya,Textil,Tenis Puma para Hombre Lifestyle Smash 3.0,0.0,72794188,,,369900.0,Lifestyle,Textil
Tenis moda,Hombre,Normal,Cuero,nike,Goma,,Toda temporada,Indonesia,Poliéster,Tenis Nike para Hombre Moda Court Royale 2 Mid,4.9,72783785,,,369950.0,,Poliéster
Tenis deportivos,Mujer,Normal,Tela,reebok,Sintético,,Toda temporada,China,,Tenis Deportivos Reebok para Mujer de Running Energen Lux,4.6,72816459,,,219990.0,Running,Textil
Tenis moda,Mujer,Normal,Tela,skechers,Caucho,Poliéster,Toda temporada,China,Poliéster,Tenis Skechers Mujer - Zapatos Skechers Dama D'Luxe Finess - Pureglam Gris Tenis cómodos para mujer. Zapatillas moda,4.8,72706868,21589.0,25189.0,359900.0,,
Tenis moda,Mujer,Normal,Cuero,converse,Caucho,Textil,Toda temporada,Vietnam,,Tenis Moda Converse Chuck Taylor All Star Lift Mujer,4.6,28465437,27999.0,31999.0,399990.0,,
Guayos,Hombre,Normal,Sintético,diadora,Sintético,Sintético,Toda temporada,China,Sintético,"Guayos Diadora Para Cancha Sintética - Zapatilla De Fútbol Con Suela De Torretines, Color Negro De Hombre Con Cordones",4.6,882741156,,,199990.0,Fútbol,
Tenis,Mujer,Normal,Sintético,nike,Goma,Textil,Toda temporada,Vietnam,Poliéster,Tenis Nike para Mujer Running React Infinity 3,3.7,72715044,56699.0,64799.0,809990.0,Running,
Tenis moda,Mujer,Normal,Cuero,adidas,Caucho,Textil,Toda temporada,Indonesia,Textil,Tenis Adidas para Mujer Moda VL Court 3.0,4.9,72888862,,,279990.0,Lifestyle,
Tenis moda,Mujer,Normal,Cuero,new balance,Caucho,Textil,Toda temporada,Vietnam,Textil,Tenis New Balance para Mujer Moda 420,3.5,72802435,34999.0,39999.0,499990.0,,
Tenis,Mujer,Normal,Sintético,adidas,Caucho,,Toda temporada,Indonesia,Textil,Tenis Adidas para Mujer Moda Urban Court,4.9,72801923,,,299950.0,,Textil
Tenis moda,Mujer,Normal,Sintético,on running,Caucho,,Toda temporada,Vietnam,Poliéster,Tenis On Running para Mujer Moda Cloud X Shift,0.0,72736619,,,949990.0,,Poliéster
Tenis moda,Mujer,Normal,Sintético,skechers,Goma,,Toda temporada,Vietnam,Sintético,Tenis Skechers Mujer - Zapatos Skechers Dama. Tenis cómodos Slip Ins Skechers para mujer. Zapatillas moda Ultraflex 3.0,4.7,66228474,22189.0,25889.0,369900.0,,Poliéster
