type,gender,last_type,material,brand,sole_material,lining_material,season,made_in,insole_material,Name,Rating,Code,CMR Price,Event Price,Full Price,discipline,interior_material
Tenis moda,Hombre,Normal,Cuero,adidas,Caucho,,Toda temporada,Indonesia,,['Tenis adidas Hombre Moda Streetcheck'],['4.8 (172)'],['Código: 63085044'],227.990,265.990,379.950,,Textil
Tenis deportivos,Mujer,Normal,Tela,Hoka,Goma,Textil,Toda temporada,Vietnam,Textil,['Tenis Hoka Mujer Running Clifton 9'],['4 (2)'],['Código: 67134525'],,,799.990,Running,
Tenis deportivos,Mujer,Normal,Tela,Reebok,Goma,Sintético,Toda temporada,Vietnam,Sintético,['Tenis Reebok Mujer Cross training Flexagon Energy Tr 4'],['4.6 (27)'],['Código: 72713988'],209.990,,,Cross training,
Tenis,Hombre,Normal,Tela,Under Armour,Sintético,Textil,Toda temporada,Vietnam,Textil,['Tenis Under Armour para Mujer Running Essential | Zapatillas Under Armour Essential'],['4.9 (9)'],['Código: 72763346'],229.990,,,Running,
Tenis moda,Niña,Normal,Tela,ELV,Goma,,Toda temporada,China,Sintético,['Tenis ELV Canlow Negro para Niña'],['4.8 (29)'],['Código: 882812701'],76.990,87.990,109.990,,Textil
Tenis,Mujer,Normal,Tela,On Running,Caucho,Textil,Toda temporada,Vietnam,Textil,['Tenis On Running para Mujer Trail running Cloudventure Peak | Zapatillas On Running deportivas para Mujer'],['(0)'],['Código: 72883481'],,,949.990,Trail running,
Tenis moda,Mujer,Normal,Sintético,ALDO,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis Aldo Mujer Moda Appier'],['4.9 (7)'],['Código: 71235786'],209.990,244.990,349.990,,
Tenis deportivos,Mujer,Normal,Tela,Reebok,Goma,Sintético,Toda temporada,Vietnam,Sintético,['Tenis Reebok Mujer Cross training Nanoflex Tr 2.0'],['4.8 (22)'],['Código: 63866741'],,,389.990,Cross training,
,Hombre,Normal,Sintético,,Sintético (PU),Textil,,,,['Tenis Puma para Hombre Rs-Z Tech Blanco 38861301'],['(0)'],['Código: 128115789'],510.510,561.000,748.000,,
,Mujer,Normal,Textil,,Caucho,Textil,,,,['Tenis Mujer Skechers Go Run Max Cushioning Elite - Blanco'],['(0)'],['Código: 122256105'],,,,Running,
Guayos,Hombre,Normal,Sintético,Diadora,Caucho,Textil,Toda temporada,Italia,,"['Guayos Diadora Para Cancha Sintética - Zapatilla De Fútbol Con Suela Lisa Y Sin Taches, Color Gris De Hombre Con Cordones']",['4.8 (10)'],['Código: 882530193'],,,199.990,Fútbol,
Tenis deportivos,Hombre,Normal,Sintético,Asics,Caucho,Poliuretano,Toda temporada,Vietnam,Textil,['Tenis Asics Hombre Running Gel-Cumulus 25'],['5 (5)'],['Código: 71282378'],,,699.990,Running,
,Hombre,Normal,Sintético,,Goma,Textil,,,,['Tenis Hombre Nike Air Zoom pegasus 39 - Negro'],['(0)'],['Código: 129090907'],,,,Running,
Tenis deportivos,Hombre,Normal,Sintético,Adidas,Caucho,Textil,Toda temporada,Myanmar,Textil,['Guayos Adidas para Sintética Hombre Tenis De Fútbol Copa Pure Ii.4 Moqueta'],['3 (4)'],['Código: 72094161'],203.990,237.990,339.950,Fútbol,
Tenis moda,Mujer,Normal,Cuero,Nike,Caucho,Malla (nylon),Toda temporada,China,Malla (Nylon),['Tenis Nike para Mujer Moda Wmns Air Jordan 1 Low | Tenis Jordan'],['5 (1)'],['Código: 72825916'],,,694.950,,
Tenis moda,Hombre,Normal,Sintético,La Martina,Goma,Poliuretano,Toda temporada,China,Cuero,['Tenis La Martina para Hombre Moda Adolfo'],['4.8 (192)'],['Código: 883028884'],,,249.990,Lifestyle,
Tenis deportivos,Hombre,Normal,Sintético,Skechers,Caucho,Poliéster,Toda temporada,China,Sintético,['Tenis Skechers para Hombre Running Gorunconsistnt Trace'],['5 (1)'],['Código: 72822987'],,,259.990,Running,
,Mujer,Normal,Sintético,,Goma,Sintético,,,,['Tennis Guess Varsity para mujer Originales'],['(0)'],['Código: 127834115'],,,429.900,,
Tenis moda,Mujer,Normal,Sintético,Nike,Goma,,Toda temporada,Indonesia,Poliéster,['Tenis Nike para Mujer Moda Air Max 90 Nn'],['5 (3)'],['Código: 72783803'],,,694.950,,Poliéster
,Hombre,Normal,,,Goma,Sintético,,,,['GUAYO LOTTO MILANO RB H1'],['(0)'],['Código: 118361464'],,,189.900,Fútbol,
Tenis moda,Hombre,Normal,Sintético,Diadora,Goma,,Toda temporada,China,Textil,['Tenis Diadora para Hombre Bamtelo'],['4.5 (22)'],['Código: 882886058'],,,229.990,,Poliéster
,Hombre,,Textil,,,,,,,['Tenis Hombre adidas Galaxy 6 - Verde-Blanco'],['(0)'],['Código: 121538951'],232.869,255.900,341.900,Running,
Tenis moda,Mujer,Normal,Sintético,On Running,Caucho,Textil,Toda temporada,Vietnam,Sintético,['Tenis On Running Mujer Moda Cloudnova Form'],['4.6 (5)'],['Código: 49595393'],,,,,
Guayos,Hombre,Normal,Sintético,Adidas,Caucho,Textil,Toda temporada,Camboya,,['Guayos para Sintetica Adidas Goletto'],['4.8 (469)'],['Código: 38215256'],,,249.990,Fútbol,
,Mujer,Normal,Textil,,Caucho,Textil,,,,['Tenis Mujer Adidas Ozelle - Gris'],['5 (1)'],['Código: 119440695'],355.719,390.900,523.900,,
Tenis moda,Mujer,Normal,Sintético,Puma,Caucho,,Toda temporada,Vietnam,Textil,['Tenis Puma para Mujer Moda Mayze Lth Wns'],['(0)'],['Código: 72794814'],,,619.900,,Textil
Tenis moda,Hombre,Normal,Sintético,Newboat,Caucho,Sintético,Toda temporada,China,,['Tenis Moda Newboat Gumino Hombre'],['4.8 (52)'],['Código: 882430006'],,,139.990,,
Guayos,Hombre,Normal,Sintético,Diadora,Goma,Poliéster,Toda temporada,China,Poliéster,['Guayos Cancha Sintética para Hombre Diadora Pichid'],['4.8 (8)'],['Código: 882861158'],119.990,139.990,199.990,Fútbol,
Tenis deportivos,Mujer,Normal,Tela,New Balance,Caucho,Textil,Toda temporada,Vietnam,,['Tenis New Balance Mujer Running D1'],['4.8 (4)'],['Código: 62387939'],,,557.990,Running,
Tenis deportivos,Mujer,Normal,Sintético,On Running,Caucho,Poliéster,Toda temporada,Vietnam,Textil,['Tenis On Running para Mujer Running Cloud X 3 AD | Zapatillas On Running para Mujer'],['5 (2)'],['Código: 72736574'],,,899.990,Running,
Tenis,Mujer,Normal,Sintético,On Running,Caucho,,Toda temporada,Vietnam,Poliéster,['Tenis On Running para Mujer Running Cloudflyer 4'],['(0)'],['Código: 72736900'],,,999.990,Running,Poliéster
Tenis,Hombre,Normal,Tela,Under Armour,Sintético,Textil,Toda temporada,Vietnam,Textil,['Tenis Under Armour para Mujer Running Essential | Zapatillas Under Armour Essential'],['4.9 (9)'],['Código: 72763346'],229.990,,,Running,
,Unisex adulto,,Textil,,Goma,,,,,['Tenis Converse Botas Ctas Malden Street Unisex-Negro'],['(0)'],['Código: 125246608'],,,,,
,Hombre,Normal,Textil,,Sintético (PU),Sintético,,,,['Zapato Outdoor Tellenzi Hombre 2309 Negro'],['4.8 (9)'],['Código: 121355793'],,,,,
,Mujer,,Textil,,,,,,,['Tennis puma mujer jada renew'],['4.5 (80)'],['Código: 118027200'],,,,,
Tenis deportivos,Hombre,Normal,Sintético,Asics,Caucho,Textil,Toda temporada,Camboya,Poliéster,['Tenis Asics para Hombre Running Patriot 13'],['5 (2)'],['Código: 71278838'],249.990,,,Running,
Tenis deportivos,Mujer,Normal,Tela,New Balance,Caucho,Textil,Toda temporada,Vietnam,,['Tenis New Balance Mujer Running D1'],['4.8 (4)'],['Código: 62387939'],,,557.990,Running,
Tenis deportivos,Mujer,Normal,Sintético,On Running,Caucho,Poliéster,Toda temporada,Vietnam,Textil,['Tenis On Running para Mujer Running Cloud X 3 AD | Zapatillas On Running para Mujer'],['5 (2)'],['Código: 72736574'],,,899.990,Running,
Tenis moda,Hombre,Normal,Sintético,Newboat,Caucho,Sintético,Toda temporada,China,,['Tenis Moda Newboat Bentinino Hombre'],['(0)'],['Código: 882678666'],,,,,
,Hombre,Normal,Sintético,,Sintético (PU),Textil,,,,['Tenis Puma para Hombre Bmw Mms Roma Via Negro 30765901'],['4.8 (4)'],['Código: 119599675'],,,,Walking,
Tenis moda,Unisex,Normal,Cuero,Vans,Caucho,Textil,Toda temporada,China,Textil,['Tenis Vans Unisex Moda Old Skool'],['4.7 (69)'],['Código: 28053902'],,,329.900,,
Tenis deportivos,Hombre,Normal,Tela,Puma,Caucho,,Toda temporada,China,Textil,['Tenis Puma para Hombre Running Transport'],['(0)'],['Código: 72794090'],,,389.900,Running,Textil
,Hombre,Normal,Textil,,Caucho,Textil,,,,['Tenis Hombre Skechers Track Moulton - Gris-Blanco'],['5 (2)'],['Código: 121768779'],,,,,
,Niño,Normal,Cuero,,Caucho,Textil,,,,['Tenis Niño Reebok Am Court - Blanco-Rojo'],['(0)'],['Código: 118462595'],,,,Tenis,
,Mujer,,,,,,,,,['Tenis converse mujer botas run starhike platform'],['5 (3)'],['Código: 116861717'],,,,,
Tenis moda,Niño,Normal,Sintético,Diadora,Sintético,Poliéster,Toda temporada,China,Poliéster,['Tenis Moda Diadora Boy Crego para Niño Velcro'],['4.9 (7)'],['Código: 883001634'],99.990,,,,
Tenis moda,Niña,Normal,Tela,Skechers,Goma,Poliéster,Toda temporada,Indonesia,Poliéster,['Tenis Skechers Dreamy Dancer Super Sw para Niña'],['5 (1)'],['Código: 72821972'],,,159.990,,
Tenis moda,Hombre,Normal,Tela,Skechers,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Hombre Moda Go Walk Flex Quota'],['5 (2)'],['Código: 72728626'],,,284.990,,
Tenis moda,Mujer,Normal,Sintético,Skechers,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Mujer Moda Ultra Flex 3 B Plan'],['5 (2)'],['Código: 72820753'],,,319.990,,
,Hombre,Normal,Textil,,Caucho,Textil,,,,['Zapatos Levis Apex KT - Hombre'],['(0)'],['Código: 127853591'],,,199.000,Training,
,Hombre,Normal,Textil,,Caucho,Textil,,,,['Tenis Hombre Reebok Zig Dynamica 2 - Negro-Rojo'],['(0)'],['Código: 119441189'],,,,,
Tenis moda,Mujer,Normal,Sintético,Japan S Pf,Caucho,Poliéster,Toda temporada,Camboya,Poliéster,['Tenis Asics Japan S Pf para Mujer Moda'],['4.7 (3)'],['Código: 72806993'],289.990,,,,
,Mujer,Normal,Sintético,,Pvc,Sintético,,,,['Price Shoes Tenis Moda Mujeres 702PU16W07BLANCO'],['(0)'],['Código: 128256416'],,,,Walking,
,Unisex niño,,,,,,,,,['TENIS ADIDAS NIÑOS GRAND COURT 2.0 K GW6511'],['4.7 (3)'],['Código: 128081461'],205.807,226.161,289.950,Tenis,
Tenis moda,Hombre,Normal,Tela,Adidas,Caucho,Textil,Toda temporada,Birmania,Textil,['Tenis Adidas para Hombre Moda CourtBeat adidas Court Lifestyle'],['4.8 (150)'],['Código: 72781009'],197.990,230.990,329.950,,
,Hombre,,,,,,,,,['Tenis Hombre Nike Air Jordan 1 Low G - Blanco'],['(0)'],['Código: 126929059'],794.385,872.950,969.950,Lifestyle,
Tenis moda,Hombre,Normal,Sintético,Puma,Caucho,,Toda temporada,China,,['Tenis Puma Hombre Moda Shuffle'],['4.5 (2)'],['Código: 12793272'],229.990,,,,Textil
Tenis moda,Mujer,Normal,Sintético,Skechers,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis Skechers para Mujer Moda Summits Bright Charme'],['(0)'],['Código: 72890331'],199.990,,,Lifestyle,
Tenis moda,Unisex,Normal,Sintético,Reebok,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis Reebok Classic Harry Potter Unisex | Tenis Harry Potter Reebok Slytherin'],['(0)'],['Código: 72870142'],289.990,,,,
Tenis moda,Mujer,Normal,Tela,On Running,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis On Running para Mujer Cross training Cloud 5 Terry'],['5 (2)'],['Código: 72736847'],,,949.990,,
Tenis moda,Niño,Normal,Sintético,Skechers,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis moda Skechers Twisty Brights Novl para Niño Velcro'],['(0)'],['Código: 72882960'],,,219.990,,
,Hombre,,Sintético,,Goma,,,,,['Tenis Nike Renew Ride 3 Running-Negro'],['(0)'],['Código: 121567695'],,,494.990,Running,
Tenis deportivos,Hombre,Normal,Sintético,Asics,Caucho,Textil,Toda temporada,Camboya,Poliéster,['Tenis Asics para Hombre Running Patriot 13'],['5 (4)'],['Código: 71278860'],249.990,,,Running,
,Hombre,,Textil,,,,,,,['Tenis Hombre Adidas Run Falcon 2.0 - Negro'],['5 (1)'],['Código: 118465316'],240.149,263.900,353.900,Running,
Tenis moda,Mujer,Normal,Cuero,Adidas,Caucho,Textil,Toda temporada,Vietnam,Textil,['Tenis Adidas Mujer Moda Grand Court Alpha'],['4.8 (14)'],['Código: 72712387'],269.990,314.990,449.950,Lifestyle,
Tenis deportivos,Hombre,Normal,Sintético,On Running,Caucho,Textil,Toda temporada,Vietnam,Sintético,['Tenis On Running Hombre Running Cloudrunner'],['(0)'],['Código: 68457152'],,,899.990,Running,
,Hombre,Normal,Sintético,,Sintético (PU),Textil,,,,['Tenis Puma para Hombre Bmw Mms X-Ray Speed Negro 30713705'],['(0)'],['Código: 127860568'],433.160,476.000,595.000,Walking,
Tenis moda,Mujer,Normal,Sintético,Sybilla,Sintético,Sintético,Toda temporada,China,,['Tenis Moda Sybilla Cersy Mujer'],['4.4 (8)'],['Código: 882659465'],,,,,
Tenis moda,Niña,Normal,Sintético,Skechers,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis Moda Skechers Unolite Spreadthelov para Niña | Tenis Skechers para niña diseño Corazones'],['4 (4)'],['Código: 72838629'],,,269.990,,
Guayos,Niño,Normal,Sintético,Adidas,Sintético,,Toda temporada,Camboya,Poliéster,['Guayos para niños Adidas Goletto VIII Terreno Firme'],['4.9 (76)'],['Código: 72724213'],119.990,139.990,199.990,,Textil
,Hombre,Normal,Cuero,,Goma,Textil,,,,['Zapatilla Hombre Lacoste Europa Pro 45SMA0116 Blanco'],['(0)'],['Código: 127854429'],,,,,
Zapatos casuales,Niña,Normal,Textil,,,,,,,['Tenis con luces Gattis Rosa para niña Los Gomosos'],['4.9 (18)'],['Código: 119317397'],,,,,
,Mujer,Normal,Sintético,,Goma,Textil,,,,['Tenis Nike Air Force 1 LV8 2'],['(0)'],['Código: 127439024'],,,,,
,Hombre,,Cuero,,Caucho,Textil,,,,['Tenis Hombre Reebok Leather - Negro'],['4.5 (4)'],['Código: 118464928'],,,,,
,Mujer,,Textil,,,,,,,['Tenis Mujer Adidas Ozelle - Rosa'],['5 (1)'],['Código: 127658014'],391.209,429.900,475.900,Lifestyle,
Tenis moda,Hombre,Normal,Sintético,Veja,Goma,Sintético,Toda temporada,Brasil,,['Tenis moda Veja V-10 Hombre'],['(0)'],['Código: 62669823'],,,,,
,Niño,Normal,Sintético,,,,,,,['Guayos Danir Azul O-Fuc para niño Croydon'],['(0)'],['Código: 120774365'],,,,Fútbol,
Tenis deportivos,Mujer,Normal,Tela,Asics,Caucho,,Toda temporada,Vietnam,Poliéster,['Tenis Asics para Mujer Running Evoride Speed'],['5 (1)'],['Código: 72800867'],,,599.990,Running,Poliéster
Tenis moda,Hombre,Normal,Cuero,Nike,Caucho,Sintético,Toda temporada,Vietnam,,"[""Tenis moda Nike Air Force 1 '07 Fresh Hombre""]",['5 (1)'],['Código: 64598744'],,,899.950,,
Tenis moda,Mujer,Normal,Tela,Skechers,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Mujer Moda Flex Appeal 4.0 Brilliantvie'],['5 (9)'],['Código: 72739007'],,,,,
,Hombre,Normal,Sintético,,Goma,Textil,,,,['Tenis Puma - X-Ray Speed Lite - Hombre Negro Turquesa - Ref : 38463913'],['(0)'],['Código: 121561215'],,,,,
Tenis moda,Niño,Normal,Sintético,Asics,Caucho,Poliéster,Toda temporada,Camboya,Poliéster,['Tenis Asics Gel Resolution 9 para Niño | Zapatillas Asics Gel Resolution 9 para Niño'],['(0)'],['Código: 72835919'],,,369.990,,
Tenis con luces,Niña,Normal,Sintético,Paw Patrol,Caucho,Poliéster,Toda temporada,China,Poliéster,['Tenis con Luces Paw Patrol para Niña'],['5 (1)'],['Código: 883020595'],99.990,,,,
Tenis moda,Mujer,Normal,Sintético,New Balance,Caucho,Textil,Toda temporada,Indonesia,Textil,['Tenis New Balance para Mujer Moda 997H'],['(0)'],['Código: 72735515'],418.590,478.390,597.990,,
Zapatos casuales,Niño,Normal,Sintético,,Sintético (PU),Textil,,,,['Tenis con luces Woder Negro para Niño Los Gomosos'],['(0)'],['Código: 126210911'],,,109.900,,
Zapatos casuales,Bebé,Normal,Textil,,Pvc,Textil,,,,['Tenis Wiger Azul Osc para Niño Los Gomosos'],['(0)'],['Código: 126210420'],,,64.900,,
Tenis deportivos,Mujer,Normal,Tela,New Balance,Caucho,Textil,Toda temporada,Vietnam,,['Tenis New Balance Mujer Running D1'],['4.8 (4)'],['Código: 62387939'],,,557.990,Running,
Tenis deportivos,Mujer,Normal,Sintético,On Running,Caucho,Poliéster,Toda temporada,Vietnam,Textil,['Tenis On Running para Mujer Running Cloud X 3 AD | Zapatillas On Running para Mujer'],['5 (2)'],['Código: 72736574'],,,899.990,Running,
,Hombre,,Textil,,,,,,,['Tenis Hombre Skechers Gorun Consistent - Negro-Naranja'],['(0)'],['Código: 124050270'],,,,Running,
,Mujer,Normal,Textil,,Caucho,Textil,,,,['Tenis Mujer Skechers Dynamight 2.0 Eye to Eye - Negro'],['(0)'],['Código: 118462544'],,,,,
,Mujer,,Textil,,,,,,,['Tenis Mujer Skechers Air Dynamight - Blanco'],['(0)'],['Código: 121280047'],,,,,
,Mujer,,Textil,,Goma,Textil,,,,['Tenis Converse Chuck Taylor All Star LiftClean Leather-Negro'],['5 (1)'],['Código: 117051996'],,,,,
Tenis moda,Unisex,Normal,Sintético,Reebok,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis Reebok Classic Harry Potter Unisex | Tenis Harry Potter Reebok Slytherin'],['(0)'],['Código: 72870142'],289.990,,,,
Tenis moda,Mujer,Normal,Tela,On Running,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis On Running para Mujer Cross training Cloud 5 Terry'],['5 (2)'],['Código: 72736847'],,,949.990,,
,Mujer,Normal,Textil,,Caucho,Textil,,,,['Tenis Mujer Skechers Bobs Sport squad 3 - Azul'],['5 (3)'],['Código: 118461891'],,,,,
Tenis moda,Hombre,Normal,Cuero,Reebok,Goma,Sintético,Toda temporada,Vietnam,Sintético,['Tenis Reebok Hombre Moda Classic Leather'],['4.7 (1442)'],['Código: 72714081'],289.990,,,Lifestyle,
Tenis moda,Mujer,Normal,Sintético,Sybilla,Sintético,Sintético,Toda temporada,China,Sintético,['Tenis Sybilla para Mujer Moda Beskatexl1'],['5 (1)'],['Código: 883029163'],99.990,,,Lifestyle,
Guayos,Hombre,Normal,Sintético,Adidas,Sintético,,Toda temporada,Camboya,Textil,"['Guayos Adidas Goletto VIII Para Terreno Firme - Suela Con Taches De Caucho. Zapatilla De Fútbol, Color Negro De Hombre Con Cordones']",['4.7 (304)'],['Código: 63085023'],,,249.990,Fútbol,Textil
Guayos,Unisex,Normal,Sintético,Diadora,Goma,Poliéster,Toda temporada,China,Poliéster,['Guayos Diadora para Cancha Sintética Footynew Unisex'],['5 (1)'],['Código: 883001824'],,,139.990,,
,Mujer,Normal,Textil,,Caucho,Textil,,,,['Tenis Mujer Adidas Court Platform - Blanco-Azul'],['5 (1)'],['Código: 123939971'],,,,,
,Mujer,,Textil,,,,,,,['Tenis Mujer Skechers Gorun Consistent - Negro'],['5 (1)'],['Código: 118462774'],,,,Cross training,
,Hombre,Normal,Textil,,Caucho,Textil,,,,['Tenis Hombre Skechers Go Run - Blanco'],['5 (2)'],['Código: 122268583'],,,,Training,
Zapatos casuales,Niña,Normal,Textil,,Sintético (PU),Textil,,,,['Tenis Niffty Blanco para Niña Croydon'],['5 (1)'],['Código: 124053139'],,,,,
Tenis deportivos,Niña,Normal,Sintético,Diadora,Sintético,,Toda temporada,China,Textil,['Tenis Diadora Sporty6 para Niña'],['5 (8)'],['Código: 882888348'],,,129.990,,Poliéster
Tenis moda,Niño,Normal,Sintético,Skechers,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis moda Skechers Uno Lite Zelton para Niño'],['(0)'],['Código: 72890141'],,,189.990,,
Tenis moda,Niño,Normal,Sintético,Asics,Caucho,Poliéster,Toda temporada,Brasil,Poliéster,['Tenis Asics Fantasy 4 Ps para Niño Velcro'],['4.3 (3)'],['Código: 72822484'],,,269.990,,
,Hombre,,Cuero,,Goma,Textil,,,,['Tenis Hombre Nike Waffle Debut - Multicolor'],['(0)'],['Código: 126926939'],,,,,
,Mujer,Normal,Textil,,Goma,Textil,,,,['Tenis SKECHERS GOWALK OUTDOOR FUN TRAIL Para Mujer'],['3 (3)'],['Código: 118334002'],,,,,
,Mujer,Normal,Textil,,Caucho,Textil,,,,['Tenis Mujer Reebok Flexagon Force 4 - Negro'],['5 (2)'],['Código: 122253165'],,,,Running,
Tenis deportivos,Hombre,Normal,Sintético,Asics,Caucho,Poliéster,Toda temporada,Brasil,Poliéster,['Tenis Asics Hombre Running Gel-Nagoya 5'],['4.8 (6)'],['Código: 72713721'],289.990,,,Running,
Tenis moda,Niña,Normal,Sintético,Skechers,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis Moda Skechers Unogen1 Frostykicks para Niña'],['5 (2)'],['Código: 72838611'],,,249.900,,
,Mujer,,Sintético,,Caucho,Sintético,,,,['Zapatos Deportivos Para Mujer Airwalk Payless Morado Claro'],['3 (2)'],['Código: 126152357'],,,,Walking,
Tenis,Mujer,Normal,Tela,Under Armour,Caucho,Textil,Toda temporada,Vietnam,Textil,['Tenis Under Armour para Mujer Running Phade RN 2 | Tenis de Running para Mujer Color Rosado'],['(0)'],['Código: 72804538'],229.990,,,Running,
Tenis moda,Mujer,Grande,Tela,Converse,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Converse para Mujer Moda Chuck Taylor All Star Lift'],['(0)'],['Código: 71195867'],,,424.990,,
Zapatos casuales,Niño,Normal,Sintético,,Sintético (PU),Textil,,,,['Tenis con luces Woder Negro para Niño Los Gomosos'],['(0)'],['Código: 126210911'],,,109.900,,
Zapatos casuales,Bebé,Normal,Textil,,Pvc,Textil,,,,['Tenis Wiger Café para Niño Los Gomosos'],['4 (1)'],['Código: 126210385'],,,64.900,,
Tenis moda,Hombre,Normal,Cuero,Veja,Goma,Sintético,Toda temporada,Brasil,,['Tenis moda Veja Campo Hombre'],['3 (2)'],['Código: 62676887'],,,,,
,Hombre,Normal,Cuero,,Goma,Textil,,,,['Zapatilla Hombre Lacoste Chaymon 40CMA0043 Azul'],['5 (1)'],['Código: 127194438'],,,671.900,,
Tenis moda,Mujer,Normal,Sintético,Diadora,Caucho,Textil,Toda temporada,China,Textil,['Tenis Diadora para Mujer Moda Court7'],['4.5 (2)'],['Código: 883016862'],,,149.990,Lifestyle,
,Hombre,,Textil,,,,,,,['Tenis Hombre Reebok Lite 3 - Azul-Blanco'],['4.4 (8)'],['Código: 118465706'],,,,Running,
Tenis moda,Mujer,Normal,Sintético,Adidas Originals,Caucho,Textil,Toda temporada,China,Textil,['Tenis Adidas Originals para Mujer Lifestyle Stan Smith'],['5 (1)'],['Código: 72777218'],,,599.950,,
,Unisex adulto,Normal,Textil,,Pvc,Textil,,,,['TENIS UNISEX NEGRO SUELA BLANCA'],['4.5 (2)'],['Código: 123297542'],,,,,
Guayos,Hombre,Normal,Sintético,Puma,Sintético,,Toda temporada,China,Textil,['Guayos Puma con taches para Hombre Rapido Iii Fg/Ag'],['5 (1)'],['Código: 72794070'],255.890,,,Fútbol,Textil
,Hombre,Normal,Cuero,,Goma,Textil,,,,['Tenis Hombre Nike Cortez - Blanco'],['(0)'],['Código: 128893661'],,,,,
,Hombre,Normal,Cuero,,Caucho,Textil,,,,['Tenis Hombre Reebok Smash Edge - Azul'],['(0)'],['Código: 118461897'],,,,,
Tenis deportivos,Hombre,Normal,Sintético,On Running,Caucho,Textil,Toda temporada,Vietnam,,['Tenis On Running Hombre Running Cloudflow'],['4.5 (14)'],['Código: 48610378'],,,799.990,Running,
Tenis,Hombre,Normal,Sintético,Under Armour,Goma,Textil,Toda temporada,Vietnam,Textil,['Tenis Under Armour para Hombre Running Charged Bandit Trail 2 | Zapatillas Under Armour Charged Bandit Trail 2'],['4.9 (7)'],['Código: 72763363'],,,489.990,Running,
,Hombre,Normal,Textil,,Caucho,Textil,,,,['Tenis Hombre Skechers Dlux Walker Scrambler - Blanco'],['5 (1)'],['Código: 119441091'],,,,,
Tenis deportivos,Mujer,Normal,Sintético,On Running,Caucho,Textil,Toda temporada,Vietnam,,['Tenis deportivo On Running Running Mujer Cloudflyer 4'],['5 (3)'],['Código: 48607767'],,,999.990,Running,
Tenis moda,Mujer,Normal,Sintético,Adidas Originals,Caucho,Textil,Toda temporada,Indonesia,Textil,['Tenis Adidas Originals para Mujer Moda Gazelle | Tenis Adidas Galleze Rosados con Plataforma'],['4.8 (577)'],['Código: 72762154'],,,649.950,,
,Mujer,Normal,Sintético,,Pvc,Sintético,,,,['Price Shoes Tenis Deportivos Mujer 702M06602Azul'],['4.3 (3)'],['Código: 126147658'],,,,Walking,
Tenis,Hombre,Normal,Sintético,On Running,Caucho,,Toda temporada,Vietnam,Poliéster,['Tenis On Running para Hombre Running Cloud X'],['(0)'],['Código: 72736673'],,,899.990,Running,Poliéster
Tenis moda,Mujer,Normal,Sintético,Skechers,Goma,,Toda temporada,Vietnam,Sintético,['Tenis Skechers Mujer - Zapatos Skechers Dama. Tenis cómodos Sllip Ins Skechers para mujer. Zapatillas moda Ultraflex 3.0'],['4.5 (2)'],['Código: 66228487'],,,,,Poliéster
Tenis moda,Mujer,Normal,Sintético,New Balance,Caucho,Textil,Toda temporada,Vietnam,Textil,['Tenis New Balance para Mujer Moda 574'],['4.7 (3)'],['Código: 72735875'],,,557.990,,
Tenis moda,Mujer,Normal,Tela,On Running,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis On Running para Mujer Cross training Cloudrift'],['5 (1)'],['Código: 72736645'],,,899.990,,
Tenis moda,Unisex,Normal,Tela,Reebok,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis Reebok Club C 85 Harry Potter Unisex | Tenis Harry Potter Reebok Hogwarts'],['(0)'],['Código: 72870162'],,,259.990,,
,Hombre,Normal,Sintético,,Goma,Textil,,,,['Guayos Hombre Nike Phantom Gx Club Df Mg - Azul cielo'],['(0)'],['Código: 122610393'],,,,Fútbol,
Tenis,Hombre,Normal,Sintético,Asics,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Asics para Hombre Running Noosa Tri 15'],['4.9 (21)'],['Código: 72878369'],,,669.990,Running,
Tenis moda,Mujer,Normal,Tela,Converse,Caucho,Algodón,Toda temporada,Vietnam,,['Tenis Converse Mujer Moda Chuck Taylor All Star Lift High'],['4.8 (179)'],['Código: 16813221'],,,399.990,,
Tenis,Hombre,Normal,Sintético,Fratta,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis Fratta para Hombre Running Soma'],['5 (4)'],['Código: 882877811'],,,129.990,Running,
Zapatos casuales,Bebé,Normal,Textil,,Pvc,Textil,,,,['Tenis Wiger Azul Osc para Niño Los Gomosos'],['(0)'],['Código: 126210420'],,,64.900,,
