brand,type,gender,last_type,material,lining_material,sole_material,season,made_in,insole_material,Name,Rating,Code,CMR Price,Event Price,Full Price,discipline,interior_material
Diadora,Tenis moda,Niño,Normal,Sintético,Sintético,Sintético,Toda temporada,China,,['Tenis Diadora Aboltex Niño Velcro'],['5 (4)'],['Código: 882817517'],,,,,
Newboat,Tenis moda,Hombre,Normal,Sintético,Sintético,Caucho,Toda temporada,China,,['Tenis Moda Newboat Gumino Hombre'],['4.8 (52)'],['Código: 882430006'],83.990,97.990,139.990,,
Call It Spring,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Call It Spring Mujer Moda Breezey'],['4.5 (2)'],['Código: 70706327'],125.990,146.990,209.990,,
On Running,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,Sintético,['Tenis On Running Hombre Running Cloud X'],['5 (1)'],['Código: 68457141'],,,899.990,Running,
Fratta,Tenis,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Fratta para Hombre Running Soma'],['5 (4)'],['Código: 882877811'],77.990,90.990,129.990,Running,
Adidas,Tenis,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas Running Response Runner | Zapatillas Adidas Running Response Runner'],['4.8 (1545)'],['Código: 72738207'],,,199.990,Running,
Nike,Tenis moda,Hombre,Normal,Cuero,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,"[""Tenis Nike para Hombre Moda Air Force 1 '07| Zapatillas Nike para Hombre Air Force 1""]",['4 (1)'],['Código: 72826053'],,,739.950,,
Michael Kors,Tenis moda,Mujer,Normal,Cuero,,Goma,Toda temporada,Vietnam,,['Tenis Michael Kors Mujer Moda Olympia Trn'],['4.9 (11)'],['Código: 26119558'],743.990,,,,Poliéster
Asics,Tenis deportivos,Hombre,Normal,Sintético,Poliuretano,Caucho,Toda temporada,Vietnam,Textil,['Tenis Asics Hombre Running Gel-Cumulus 25'],['5 (5)'],['Código: 71282378'],,,699.990,Running,
Warner,Tenis con luces,Niño,,Sintético,,Sintético,Toda temporada,China,Sintético,['Tenis con Luces Batman Warner Tall3 para Niño'],['4.9 (15)'],['Código: 882662760'],,,,,Sintético
Reebok,Tenis,Unisex,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis Reebok Unisex Lifestyle Reebok Ultra Flash | Zapatillas Reebok Unisex de moda color Silver'],['(0)'],['Código: 72832767'],,,269.990,Lifestyle,
Reebok,Tenis,Mujer,Normal,Sintético,Sintético,Goma,Toda temporada,Vietnam,Sintético,['Tenis Reebok para Mujer Cross training Nanoflex Adventure Tr 2'],['5 (3)'],['Código: 72771101'],,,389.990,Cross training,
Sybilla,Tenis moda,Mujer,Normal,Sintético,,Sintético,Toda temporada,China,,['Tenis Moda Sybilla Begu Mujer'],['4.7 (43)'],['Código: 882431411'],99.990,,,,Sintético
Under Armour,Tenis moda,Mujer,Normal,Tela,Textil,Goma,Toda temporada,Vietnam,Textil,['Tenis Under Armour para Mujer Moda Essential'],['4.5 (2)'],['Código: 72804532'],,,289.990,,
Asics,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Camboya,Poliéster,['Tenis Asics para Hombre Running Patriot 13'],['5 (4)'],['Código: 71278860'],,,329.990,Running,
Reebok,Tenis moda,Unisex,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Reebok Classic Harry Potter Unisex | Tenis Harry Potter Reebok Slytherin'],['(0)'],['Código: 72870143'],,,299.990,,
Skechers,Tenis moda,Niño,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis moda Skechers Twisty Brights Novl para Niño Velcro'],['(0)'],['Código: 72882960'],,,219.990,,
On Running,Tenis,Hombre,Normal,Sintético,,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis On Running para Hombre Running Cloud X'],['(0)'],['Código: 72736673'],,,899.990,Running,Poliéster
Adidas,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas Hombre Cross training Dropset 2 Trainer'],['4.7 (182)'],['Código: 72712320'],,,,Cross training,
Asics,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Camboya,Poliéster,['Tenis Asics para Hombre Running Patriot 13'],['5 (2)'],['Código: 71278838'],,,329.990,Running,
Diadora,Tenis deportivos,Mujer,Normal,Sintético,,Goma,Toda temporada,Vietnam,Sintético,['Tenis Diadora para Mujer Running Snipe | Zapatillas para mujer Diadora'],['(0)'],['Código: 882861117'],131.990,153.990,219.990,Running,Sintético
On Running,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,Sintético,['Tenis On Running Hombre Running Cloudrunner'],['(0)'],['Código: 68457152'],,,899.990,Running,
Veja,Tenis moda,Hombre,Normal,Cuero,Sintético,Goma,Toda temporada,Brasil,,['Tenis moda Veja Campo Hombre'],['(0)'],['Código: 62677220'],,,949.990,,
Skechers,Tenis moda,Mujer,Normal,Sintético,,Goma,Toda temporada,China,Poliéster,['Tenis Skechers para Mujer Moda Gowalkmassagefit'],['(0)'],['Código: 72791506'],269.990,314.990,449.990,,Poliéster
Nike,Tenis moda,Mujer,Normal,Sintético,,Goma,Toda temporada,Indonesia,Poliéster,['Tenis Nike para Mujer Moda Air Max 90 Nn'],['5 (3)'],['Código: 72783803'],,,694.950,,Poliéster
Asics,Tenis deportivos,Hombre,Normal,Sintético,Poliéster,Caucho,Toda temporada,Brasil,Poliéster,['Tenis Asics Hombre Running Gel-Nagoya 5'],['4.8 (12)'],['Código: 72713705'],,,449.990,Running,
Asics,Tenis deportivos,Hombre,Normal,Sintético,Poliéster,Caucho,Otoño-Invierno,Vietnam,Poliéster,['Tenis Asics para Mujer Running Novablast 4 Tr'],['(0)'],['Código: 72902090'],,,259.990,Running,
Skechers,Tenis moda,Niña,Normal,Sintético,,Goma,Toda temporada,China,,['Tenis Skechers Uno Lite Niña'],['4.9 (9)'],['Código: 62842024'],,,219.900,,Poliéster
Skechers,Zapatos casuales,Hombre,Normal,Sintético,Sintético,Goma,Toda temporada,China,,['Zapatos casuales Skechers Go Walk Max Hombre'],['5 (4)'],['Código: 17652641'],186.990,197.990,219.990,,
Converse,Tenis moda,Unisex,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis Converse Star Player 76 Unisex Infantil'],['5 (3)'],['Código: 72813786'],202.990,231.990,289.990,,
Reebok,Tenis,Mujer,Normal,Tela,Textil,Goma,Toda temporada,China,Textil,['Tenis Reebok para Mujer Cross Training Flexagon Energy Tr 4 | Tenis para Mujer de Cross Training Color Blanco'],['5 (9)'],['Código: 72804681'],,,249.990,Cross training,
Coniglio,Tenis deportivos,Niño,Normal,Sintético,,Caucho,Toda temporada,China,Sintético,['Tenis Coniglio Balton para Niño'],['4.5 (11)'],['Código: 882744442'],,,,,Sintético
Puma,Guayos,Niño,,Sintético,,Sintético,Toda temporada,China,,['Guayos Puma Rapido III Fg Niño'],['4.5 (4)'],['Código: 64398838'],,,279.900,,Textil
On Running,Tenis,Mujer,Normal,Tela,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis On Running para Mujer Running Cloudflow'],['5 (1)'],['Código: 72736906'],639.990,719.990,799.990,Running,
Diadora,Tenis deportivos,Niño,Normal,Sintético,,Sintético,Toda temporada,China,Textil,['Tenis Diadora Sporty6 para Niño'],['4.7 (22)'],['Código: 882888204'],99.990,109.990,129.990,,Poliéster
On Running,Tenis moda,Hombre,Normal,Sintético,Poliéster,Caucho,Toda temporada,Vietnam,,['Tenis Blancos On Running Hombre The Roger Advantage'],['(0)'],['Código: 72717844'],639.990,719.990,799.990,,
Asics,Tenis,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Asics para Mujer Running Gt 1000 12'],['(0)'],['Código: 71282069'],384.990,439.990,549.990,Running,
Sybilla,Tenis moda,Mujer,Normal,Sintético,Sintético,Sintético,Toda temporada,China,,['Tenis Moda Sybilla Cadisinew Mujer'],['3.5 (6)'],['Código: 882659688'],,,,,
Adidas Originals,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis Adidas Originals Mujer Moda Gazelle Bold W'],['5 (2)'],['Código: 72712261'],,,649.950,,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Skechers para Mujer Moda Summits Free Classics'],['(0)'],['Código: 72890310'],179.990,199.990,279.900,Lifestyle,
Nike,Tenis moda,Hombre,Normal,Sintético,Malla (nylon),Goma,Toda temporada,India,Malla (Nylon),['Tenis Nike para Hombre Moda Court Vision Low'],['4.5 (426)'],['Código: 23586108'],,,399.990,Lifestyle,
Reebok,Tenis moda,Hombre,Normal,Cuero,Textil,Goma,Toda temporada,Vietnam,Textil,['Tenis Reebok para Hombre Moda Bb 4000 II'],['5 (1)'],['Código: 72815916'],,,439.900,,
Diadora,Tenis moda,Hombre,Normal,Sintético,Sintético,Sintético,Toda temporada,China,,['Tenis Diadora Hombre Moda Halumy'],['5 (3)'],['Código: 882803676'],,,,Lifestyle,
Puma,Tenis moda,Niña,Normal,Sintético,,Caucho,Toda temporada,China,Textil,['Tenis Puma Rickie Niña'],['4.8 (4)'],['Código: 68757580'],195.890,223.890,279.900,,Textil
Adidas,Tenis deportivos,Unisex,Normal,Cuero,Textil,Caucho,Toda temporada,China,Textil,['Tenis Adidas Forum Low Unisex Infantil'],['4.9 (535)'],['Código: 72781251'],,,499.950,Lifestyle,
Nike,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Nike para Hombre Moda Air Max Sc C/O'],['4.6 (553)'],['Código: 60558694'],,,664.990,,
Reebok,Tenis moda,Hombre,Normal,Cuero,Textil,Goma,Toda temporada,Vietnam,Textil,['Tenis Reebok para Hombre Moda Classic'],['(0)'],['Código: 72815744'],,,349.900,,
Nike,Tenis deportivos,Hombre,Normal,Sintético,,Sintético,Toda temporada,Vietnam,Poliéster,['Guayos Nike para Hombre Vapor 15 Club Fg/Mg'],['(0)'],['Código: 72783696'],,,359.950,Fútbol,Poliéster
On Running,Tenis moda,Hombre,Normal,Tela,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis On Running para Hombre Cross training Cloudnova Form'],['(0)'],['Código: 72736479'],,,899.990,,
Adidas,Tenis moda,Unisex bebé,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas Advantage Cf I Unisex con Velcro'],['4.7 (10)'],['Código: 72881989'],,,239.950,,
Reebok,Tenis deportivos,Hombre,Normal,Sintético,,Goma,Toda temporada,China,,['Tenis Deportivos Reebok para Hombre de Running Energen Tech'],['5 (2)'],['Código: 72790743'],,,349.990,Running,Textil
Diadora,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,China,Textil,['Tenis Diadora para Mujer Moda Court7'],['4.5 (2)'],['Código: 883016862'],,,149.990,Lifestyle,
Puma,Tenis moda,Niño,Normal,Sintético,,Caucho,Toda temporada,Vietnam,Textil,['Tenis Puma Wired Run Niño'],['4.6 (5)'],['Código: 68757529'],181.990,207.990,259.990,,Textil
Skechers,Tenis moda,Hombre,Normal,Sintético,Poliéster,Sintético,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Hombre Moda Skechaircourt Homegr'],['5 (1)'],['Código: 72823043'],,,319.990,,
Mountain Gear,Tenis deportivos,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Mountain Gear para Mujer Trekking Anitaalt'],['5 (2)'],['Código: 883020221'],,,239.990,Trekking,
Reebok,Tenis moda,Niña,Normal,Cuero,,Goma,Toda temporada,China,Textil,['Tenis Reebok Kids Classic Le para Niña'],['(0)'],['Código: 72793507'],174.890,199.890,249.900,,Textil
Reebok,Tenis deportivos,Hombre,Normal,Tela,Sintético,Goma,Toda temporada,Vietnam,Sintético,['Tenis Reebok Hombre Running Energen Lux'],['4.8 (77)'],['Código: 72713866'],,,219.900,Running,
Mountain Gear,Tenis deportivos,Hombre,Normal,Sintético,Sintético,Sintético,Toda temporada,China,,['Tenis Mountain Gear Hombre Outdoor Bontynalt'],['4.4 (69)'],['Código: 882678473'],135.990,,,Outdoor,
Converse,Tenis moda,Unisex,Normal,Tela,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Converse Unisex Moda Chuck Taylor All Star'],['5 (2)'],['Código: 72807841'],,,399.990,,
Skechers,Tenis moda,Niña,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis moda Skechers Microspec Max Brights para Niña'],['(0)'],['Código: 72890108'],,,199.990,,
Coniglio,Tenis moda,Niña,Normal,Sintético,,Caucho,Toda temporada,China,Poliéster,['Tenis Coniglio Embro Bl1 para Niña'],['5 (4)'],['Código: 882837998'],71.990,83.990,119.990,,Textil
Adidas,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas Hombre Running Adidas Switch Move'],['4.8 (26)'],['Código: 72712365'],,,299.990,Running,
Veja,Tenis moda,Hombre,Normal,Sintético,,Caucho,Toda temporada,Brasil,Textil,['Tenis Veja para Hombre Moda Urca'],['5 (2)'],['Código: 72783255'],,,999.990,,Poliéster
Skechers,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Skechers para Hombre Moda Bounder2.0 Andal'],['5 (1)'],['Código: 72823070'],,,299.990,,
Puma,Tenis moda,Mujer,Normal,Cuero,Sintético,Caucho,Toda temporada,Vietnam,Textil,['Tenis Puma Mujer Moda Mayze LTH'],['4.9 (24)'],['Código: 68696600'],,,619.900,,
Adidas,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas para Mujer Moda Grand Court Base 2'],['4.3 (9)'],['Código: 72888808'],,,299.990,Lifestyle,
Reebok,Tenis moda,Hombre,Normal,Cuero,Sintético,Goma,Toda temporada,Vietnam,Sintético,['Tenis Reebok Hombre Moda Ex-O-Fit Hi'],['4.8 (45)'],['Código: 72714142'],,,389.990,Lifestyle,
Asics,Tenis,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,Camboya,Poliéster,['Tenis Asics para Mujer Running Gel Contend 8'],['4.8 (8)'],['Código: 71281984'],,,349.990,Running,
Call It Spring,Tenis moda,Hombre,Normal,Sintético,Poliéster,Sintético,Toda temporada,China,Poliéster,['Tenis Call It Spring Hombre Moda Beacon'],['4.7 (3)'],['Código: 71235904'],125.990,146.990,209.990,,
Reebok,Tenis,Hombre,Normal,Tela,Textil,Goma,Toda temporada,China,Textil,['Tenis Reebok para Hombre Cross Training Flexagon Energy | Tenis para Hombre de Cross Training Color Gris'],['5 (2)'],['Código: 72815809'],,,249.900,Cross training,
New Balance,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,,['Tenis New Balance Mujer Running D1'],['4.8 (4)'],['Código: 62387943'],,,557.990,Running,
Puma,Tenis moda,Niño,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis Puma Rickie para Niño'],['5 (8)'],['Código: 72722136'],,,289.900,,
Diadora,Tenis,Mujer,Normal,Sintético,Sintético,Caucho,Toda temporada,China,Sintético,['Tenis Diadora para Mujer Running Eagle'],['4.7 (7)'],['Código: 882861193'],119.990,139.990,199.990,Running,
Reebok,Tenis,Mujer,Normal,Sintético,Sintético,Goma,Toda temporada,Vietnam,Sintético,['Tenis Reebok para Mujer Cross training Nano X3'],['5 (3)'],['Código: 72771745'],377.990,431.990,539.990,Cross training,
Paw Patrol,Tenis con luces,Niña,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,Poliéster,['Tenis con Luces Paw Patrol para Niña'],['5 (1)'],['Código: 883020595'],83.990,97.990,139.990,,
Skechers,Tenis moda,Hombre,Normal,Sintético,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Hombre Moda Maxprotectspt Balmer'],['5 (1)'],['Código: 72812810'],,,399.990,,
Aldo,Tenis moda,Mujer,Normal,Sintético,Poliéster,Sintético,Toda temporada,Suiza,Poliéster,['Tenis Aldo para Mujer Moda Reia'],['4.5 (22)'],['Código: 72853483'],,,359.990,Lifestyle,
Skechers,Tenis deportivos,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,,['Tenis Skechers Mujer - Zapatos Skechers Dama. Tenis blancos cómodos Skechers para mujer. Zapatillas moda Cross training Go Run consistent Energize'],['4.2 (13)'],['Código: 62967076'],,,299.990,Cross training,
Diadora,Tenis deportivos,Niña,Normal,Tela,,TPR,Toda temporada,China,Textil,['Tenis Diadora Aboltex para Niña'],['5 (1)'],['Código: 882816660'],,,129.990,,Textil
Hoka,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,Otoño-Invierno,Vietnam,Textil,['Tenis Hoka para Mujer Running Challenger ATR 7'],['(0)'],['Código: 72863201'],,,749.990,Running,
Adidas,Tenis moda,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas para Hombre Moda AlphaEdge +'],['4.8 (5)'],['Código: 72781152'],,,419.950,,
adidas,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,,['Tenis Adidas para Hombre Moda Breaknet 2.0'],['4.7 (513)'],['Código: 61123484'],,,349.950,Lifestyle,
Diadora,Tenis moda,Niño,,Sintético,,Sintético,Toda temporada,China,,['Tenis Diadora Abolt4 Niño Velcro'],['4.4 (10)'],['Código: 882663875'],,,,,Sintético
Skechers,Tenis moda,Mujer,Normal,Sintético,,Goma,Toda temporada,China,Poliéster,['Tenis Skechers para Mujer Moda Glide Stepswift Quic'],['5 (3)'],['Código: 72791621'],251.990,293.990,419.990,,Poliéster
Adidas,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas Mujer Running Duramo Sl W'],['4.8 (206)'],['Código: 72712600'],244.990,279.990,349.950,Running,
Asics,Tenis deportivos,Hombre,Normal,Sintético,Poliuretano,Caucho,Toda temporada,Vietnam,Textil,['Tenis Asics Hombre Running Noosa Tri 15'],['5 (3)'],['Código: 71279067'],,,669.990,Running,
On Running,Tenis moda,Hombre,Normal,Tela,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis On Running para Hombre Cross training Cloud 5'],['(0)'],['Código: 72736530'],,,799.990,,
Adidas,Guayos,Hombre,Normal,Sintético,Textil,Sintético,Toda temporada,Myanmar,Textil,['Guayos Adidas para Hombre Deportivo II FxG'],['4.7 (54)'],['Código: 72888744'],,,229.990,Fútbol,
Diadora,Tenis moda,Niño,Normal,Sintético,,Sintético,Toda temporada,China,Sintético,['Tenis Diadora Boy Crego 7 para Niño'],['4.9 (12)'],['Código: 882817636'],99.990,109.990,139.990,,Sintético
Asics,Tenis deportivos,Mujer,Normal,Sintético,Poliéster,Caucho,Otoño-Invierno,Vietnam,Poliéster,['Tenis Asics para Mujer Running Novablast 4 Tr'],['5 (1)'],['Código: 72902057'],,,699.990,Running,
Nike,Tenis moda,Hombre,Normal,Cuero,,Goma,Toda temporada,Vietnam,Poliéster,['Tenis Nike para Hombre Moda Air Max Excee'],['(0)'],['Código: 72784090'],,,569.950,,Poliéster
Bearcliff,Tenis moda,Hombre,Normal,Tela,Textil,Goma,Toda temporada,China,Textil,['Tenis Bearcliff Hombre Moda Atrillon'],['4.9 (25)'],['Código: 882814681'],79.990,,,,
Steven Madden,Tenis moda,Mujer,Normal,Sintético,,Sintético,Toda temporada,China,Textil,['Tenis Steven Madden para Mujer Moda Possession-R2 | Tenis de Moda para Mujer Color Blanco'],['(0)'],['Código: 72800073'],423.190,,,,Textil
Sybilla,Tenis moda,Mujer,Normal,Sintético,Poliéster,Sintético,Toda temporada,China,Poliéster,['Tenis Sybilla para Mujer Moda Abasib2'],['5 (4)'],['Código: 882994613'],99.990,,,Lifestyle,
Converse,Tenis moda,Unisex,Normal,Tela,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Converse Chuck Taylor All Star Unisex Infantil'],['(0)'],['Código: 72813801'],157.490,179.990,224.990,,
Asics,Tenis deportivos,Hombre,Normal,Sintético,Poliéster,Caucho,Toda temporada,Brasil,Poliéster,['Tenis Asics Hombre Running Gel-Nagoya 5'],['4.8 (6)'],['Código: 72713721'],295.990,,,Running,
Converse,Tenis moda,Mujer,Grande,Tela,,Caucho,Toda temporada,China,Poliéster,['Tenis Converse para Mujer Moda Chuck Taylor All Star Lift'],['5 (1)'],['Código: 71195835'],279.990,319.990,399.990,,Poliéster
Diadora,Tenis moda,Niño,Normal,Sintético,Textil,Sintético,Toda temporada,China,Textil,['Tenis Moda Diadora Boy Askate para Niño'],['4.8 (5)'],['Código: 883001637'],99.990,109.990,139.990,,
Aldo,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,Suiza,Poliéster,['Tenis Aldo para Mujer Moda Rosecloud'],['5 (2)'],['Código: 72826355'],,,369.990,Lifestyle,
Adidas,Guayos,Hombre,Normal,Sintético,,Sintético,Toda temporada,Camboya,Textil,['Guayos Adidas para Hombre Crazyfast.4 Multiterreno | Zapatilla de Fútbol Con Taches Color Azul'],['4.4 (9)'],['Código: 72801590'],,,339.950,Fútbol,Textil
Hoka,Tenis,Hombre,Normal,Tela,Textil,Goma,Toda temporada,Vietnam,Textil,['Tenis Hoka para Hombre Running Bondi 8'],['5 (3)'],['Código: 72783130'],,,899.990,Running,
Reebok,Tenis moda,Mujer,Normal,Sintético,Textil,Goma,Toda temporada,Vietnam,Textil,['Tenis Reebok para Mujer Moda Classic Leather'],['5 (5)'],['Código: 72771070'],258.990,295.990,369.990,,
On Running,Tenis deportivos,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,,['Tenis deportivo On Running Running Mujer Cloudflyer 4'],['5 (3)'],['Código: 48607767'],,,999.990,Running,
Reebok,Tenis moda,Niño,Normal,Cuero,Textil,Goma,Toda temporada,China,Textil,['Tenis Reebok Classic para Niño'],['5 (3)'],['Código: 72815441'],174.890,199.890,249.900,,
On Running,Tenis,Mujer,Normal,Sintético,,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis On Running para Mujer Running Cloudswift'],['(0)'],['Código: 72736711'],,,949.990,Running,Poliéster
Reebok,Tenis deportivos,Hombre,Normal,Tela,Sintético,Goma,Toda temporada,Vietnam,Sintético,['Tenis Reebok Hombre Running Reebok Lite 3'],['4.6 (26)'],['Código: 72713901'],,,219.900,Running,
Adidas,Tenis moda,Niña,Normal,Sintético,Sintético,Caucho,Toda temporada,Indonesia,,['Tenis Adidas Tensaur Sport C para Niña Velcro'],['4.8 (874)'],['Código: 39703230'],167.990,191.990,239.950,,
Converse,Tenis moda,Unisex,Normal,Tela,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Converse Unisex Moda Chuck Taylor All Star'],['5 (1)'],['Código: 72807285'],,,299.990,,
Reebok,Tenis,Hombre,Normal,Sintético,Sintético,Goma,Toda temporada,Vietnam,Sintético,['Tenis Reebok para Hombre Running Nanoflex Adventure Tr 2'],['(0)'],['Código: 72771729'],,,389.990,Running,
Skechers,Tenis moda,Mujer,Normal,Sintético,,Goma,Toda temporada,Vietnam,Sintético,['Tenis Skechers Mujer - Zapatos Skechers Dama. Tenis cómodos Skechers para mujer. Zapatillas moda Ultraflex 3.0'],['4.5 (2)'],['Código: 66228460'],257.990,300.990,429.990,,Poliéster
ELV,Tenis moda,Niña,Normal,Tela,,Goma,Toda temporada,China,Sintético,['Tenis ELV Canlow Negro para Niña'],['4.8 (29)'],['Código: 882812701'],65.990,76.990,109.990,,Textil
Adidas,Tenis moda,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Birmania,Textil,['Tenis Adidas para Hombre Moda CourtBeat adidas Court Lifestyle'],['4.8 (147)'],['Código: 72781009'],,,329.950,,
Under Armour,Tenis,Mujer,Normal,Tela,Textil,Goma,Toda temporada,Vietnam,Textil,['Tenis Under Armour para Mujer Running Charged Breeze 2 | Zapatillas Under Armour Charged Breeze 2'],['(0)'],['Código: 72763456'],328.990,375.990,469.990,Running,
Skechers,Tenis moda,Mujer,Normal,Cuero,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Skechers para Mujer Moda Sportcourt 92 Illustrious | Tenis de moda Negros Skechers para Mujer con suela blanca'],['4 (4)'],['Código: 72826790'],,,319.990,,
Skechers,Tenis moda,Niña,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Moda Skechers Unolite Spreadthelov para Niña | Tenis Skechers para niña diseño Corazones'],['4 (4)'],['Código: 72838629'],,,269.990,,
Aldo,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,Suiza,Poliéster,['Tenis Aldo para Mujer Moda Meadow'],['5 (1)'],['Código: 72826417'],,,349.990,Lifestyle,
Nike,Tenis moda,Hombre,Normal,Cuero,,Goma,Toda temporada,Indonesia,Poliéster,['Tenis Nike para Hombre Moda Court Royale 2 Mid'],['4.7 (12)'],['Código: 72784021'],,,369.950,,Poliéster
Adidas,Guayos,Unisex,Normal,Sintético,Textil,Sintético,Toda temporada,Camboya,Textil,['Guayos Adidas Crazyfast.4 Unisex'],['5 (4)'],['Código: 72810115'],195.990,223.990,279.950,,
Adidas,Tenis,Hombre,Normal,Tela,,Sintético,Toda temporada,Indonesia,Textil,['Tenis Adidas para Hombre Running Lite Racer 3.0'],['4.7 (688)'],['Código: 72781135'],,,319.950,Running,Textil
Adidas,Guayos,Hombre,Normal,Sintético,,Sintético,Toda temporada,Myanmar,Textil,['Guayos Adidas Copa Pure II.4 Multiterreno'],['5 (1)'],['Código: 72781070'],,,339.950,Fútbol,Textil
Puma,Guayos,Hombre,Normal,Sintético,,Sintético,Toda temporada,Camboya,Textil,['Guayos Puma con taches para Hombre Attacanto Fg/Ag'],['(0)'],['Código: 72794423'],,,309.900,Fútbol,Textil
Skechers,Tenis moda,Niña,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Moda Skechers Unolite Spreadthelov para Niña | Tenis Skechers para niña diseño Corazones'],['(0)'],['Código: 72838642'],,,249.900,,
New Balance,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis New Balance para Mujer Moda 997H'],['(0)'],['Código: 72735515'],418.590,478.390,597.990,,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,Vietnam,Poliéster,['Tenis Skechers Slip In Mujer Manos Libres | Zapatos Skechers Dama | Tenis gris cómodos Skechers para mujer | Zapatillas moda Ultraflex 3 |0'],['5 (8)'],['Código: 69670228'],221.890,258.890,369.900,,
Puma,Guayos,Hombre,Normal,Sintético,,Sintético,Toda temporada,Camboya,Textil,['Guayos Puma con taches para Hombre Attacanto Fg/Ag'],['(0)'],['Código: 72794341'],,,309.900,Fútbol,Textil
Veja,Tenis moda,Mujer,Normal,Sintético,Sintético,Goma,Toda temporada,Brasil,,['Tenis moda Veja Dekkan Mujer'],['5 (1)'],['Código: 62676967'],,,1.059.990,,
Adidas,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas Hombre Running  Switch Move U'],['4.9 (22)'],['Código: 71786722'],,,299.990,Running,
